CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEQUENCE,PREEVENT,CASEWGT,PSUSTRAT,VERSION
2404429,69,101,1-69-2024-101-05,5,1,1,8,7.30201599951961,8,9
2404429,69,101,1-69-2024-101-05,5,1,3,2,7.30201599951961,8,9
2404429,69,101,1-69-2024-101-05,5,1,2,9,7.30201599951961,8,9
2405754,81,150,1-81-2024-150-02,2,1,2,98,19.0849903848337,8,9
2404280,62,122,1-62-2024-122-02,2,1,1,4,28.5234131836987,7,9
2404280,62,122,1-62-2024-122-02,2,1,3,8,28.5234131836987,7,9
2404280,62,122,1-62-2024-122-02,2,1,2,4,28.5234131836987,7,9
2402162,10,28,1-10-2024-028-02,2,2,1,2,43.1569552808062,4,9
2404744,21,109,1-21-2024-109-03,3,1,1,6,210.450883320732,11,9
2400914,27,30,1-27-2024-030-04,4,1,1,8,23.5163223733446,3,9
2400235,27,7,1-27-2024-007-06,6,1,1,2,61.805879129382,3,9
2400235,27,7,1-27-2024-007-06,6,1,2,6,61.805879129382,3,9
2401323,27,44,1-27-2024-044-09,9,1,1,2,158.05014073623,3,9
2401323,27,44,1-27-2024-044-09,9,2,1,2,158.05014073623,3,9
2404222,27,129,1-27-2024-129-04,4,1,1,8,18.7495302149441,3,9
2402779,27,91,1-27-2024-091-09,9,1,1,2,86.5081412566534,3,9
2401571,27,50,1-27-2024-050-03,3,1,1,2,11.8514312322575,3,9
2402230,27,72,1-27-2024-072-03,3,1,1,8,39.3017294904609,3,9
2401417,27,45,1-27-2024-045-07,7,1,1,8,61.6841306108297,3,9
2402496,27,79,1-27-2024-079-04,4,1,1,2,35.25547423971,3,9
2405593,27,173,1-27-2024-173-03,3,1,1,8,11.8514312322575,3,9
2402498,27,81,1-27-2024-081-04,4,1,1,2,41.9395991935004,3,9
2405106,27,161,1-27-2024-161-NM2,22,1,1,4,35.0197990231484,3,9
2405727,27,177,1-27-2024-177-03,3,1,2,6,15.4192274038201,3,9
2405727,27,177,1-27-2024-177-03,3,1,1,2,15.4192274038201,3,9
2406096,27,188,1-27-2024-188-06,6,1,1,2,96.5885483091747,3,9
2404848,27,150,1-27-2024-150-03,3,2,1,2,28.3860348414799,3,9
2404977,27,157,1-27-2024-157-02,2,1,1,8,16.0023432140122,3,9
2404851,27,153,1-27-2024-153-09,9,1,1,8,278.553110080579,3,9
2406085,27,184,1-27-2024-184-03,3,1,1,8,19.1155268679266,3,9
2400130,27,3,1-27-2024-003-08,8,1,1,8,27.4102566170998,3,9
2403751,27,118,1-27-2024-118-06,6,1,2,6,109.415291537184,3,9
2403751,27,118,1-27-2024-118-06,6,1,1,2,109.415291537184,3,9
2400377,27,13,1-27-2024-013-06,6,1,1,8,61.805879129382,3,9
2402231,27,73,1-27-2024-073-09,9,1,4,6,79.681964819964,3,9
2402231,27,73,1-27-2024-073-09,9,1,5,7,79.681964819964,3,9
2402231,27,73,1-27-2024-073-09,9,1,6,3,79.681964819964,3,9
2402231,27,73,1-27-2024-073-09,9,1,7,8,79.681964819964,3,9
2400508,27,16,1-27-2024-016-09,9,2,1,2,92.4966943327305,3,9
2404475,27,138,1-27-2024-138-04,4,1,1,8,41.3687632563113,3,9
2402231,27,73,1-27-2024-073-09,9,1,1,2,79.681964819964,3,9
2402231,27,73,1-27-2024-073-09,9,1,2,3,79.681964819964,3,9
2402231,27,73,1-27-2024-073-09,9,1,3,2,79.681964819964,3,9
2401051,27,32,1-27-2024-032-06,6,1,1,8,50.9387159232509,3,9
2405339,27,167,1-27-2024-167-09,9,1,2,6,190.105427667502,3,9
2405339,27,167,1-27-2024-167-09,9,1,1,2,190.105427667502,3,9
2401054,27,35,1-27-2024-035-07,7,1,1,8,198.385143986492,3,9
2401323,27,44,1-27-2024-044-09,9,2,2,3,158.05014073623,3,9
2403109,27,99,1-27-2024-099-04,4,2,1,2,49.1628248129367,3,9
2403109,27,99,1-27-2024-099-04,4,2,2,3,49.1628248129367,3,9
2403985,27,124,1-27-2024-124-06,6,1,2,6,172.570486288372,3,9
2403985,27,124,1-27-2024-124-06,6,1,1,2,172.570486288372,3,9
2406249,19,97,1-19-2024-097-08,8,1,1,2,52.7407043815755,9,9
2406249,19,97,1-19-2024-097-08,8,1,2,6,52.7407043815755,9,9
2403756,29,41,1-29-2024-041-01,1,1,1,8,118.587450301321,2,9
2401298,22,37,1-22-2024-037-06,6,1,4,2,88.2065738868729,12,9
2403365,31,70,1-31-2024-070-09,9,1,1,2,161.39423315543,6,9
2403365,31,70,1-31-2024-070-09,9,1,2,6,161.39423315543,6,9
2401969,16,57,1-16-2024-057-07,7,1,1,99,2285.67073751597,5,9
2401434,16,41,1-16-2024-041-03,3,2,1,4,209.342329809814,5,9
2404144,31,84,1-31-2024-084-09,9,1,1,8,161.39423315543,6,9
2404079,12,75,1-12-2024-075-07,7,1,1,6,604.062221579509,9,9
2400658,22,19,1-22-2024-019-04,4,1,1,2,53.2870024901003,12,9
2400249,22,5,1-22-2024-005-04,4,1,1,2,191.581178145966,12,9
2400249,22,5,1-22-2024-005-04,4,1,2,6,191.581178145966,12,9
2403529,29,36,1-29-2024-036-03,3,1,1,8,161.577995153769,2,9
2401392,17,44,1-17-2024-044-08,8,1,1,6,100.828872719668,4,9
2402697,17,90,1-17-2024-090-06,6,1,1,6,93.7549707023755,4,9
2401927,17,62,1-17-2024-062-07,7,1,1,2,178.744079138108,4,9
2404245,17,136,1-17-2024-136-04,4,1,2,6,172.988606540628,4,9
2404245,17,136,1-17-2024-136-04,4,1,1,2,172.988606540628,4,9
2403581,17,109,1-17-2024-109-06,6,1,1,8,64.8641554918048,4,9
2402330,17,76,1-17-2024-076-03,3,1,1,8,94.8735237981361,4,9
2405556,17,182,1-17-2024-182-07,7,1,2,6,1142.187556136,4,9
2405556,17,182,1-17-2024-182-07,7,1,1,2,1142.187556136,4,9
2400103,17,3,1-17-2024-003-07,7,1,1,6,1461.1053822292,4,9
2401139,17,36,1-17-2024-036-05,5,1,1,6,65.2966472785888,4,9
2403801,17,118,1-17-2024-118-02,2,1,1,8,92.5638221214997,4,9
2401654,17,54,1-17-2024-054-07,7,1,1,4,364.699531711488,4,9
2405699,17,186,1-17-2024-186-04,4,1,1,8,120.436877257182,4,9
2402057,17,66,1-17-2024-066-04,4,1,4,8,135.899632587636,4,9
2402057,17,66,1-17-2024-066-04,4,1,2,3,135.899632587636,4,9
2402057,17,66,1-17-2024-066-04,4,1,3,4,135.899632587636,4,9
2404811,17,153,1-17-2024-153-04,4,1,1,8,87.0390575319171,4,9
2405701,17,188,1-17-2024-188-07,7,1,2,6,370.26476699869,4,9
2405701,17,188,1-17-2024-188-07,7,1,1,2,370.26476699869,4,9
2405701,17,188,1-17-2024-188-07,7,1,3,7,370.26476699869,4,9
2405701,17,188,1-17-2024-188-07,7,2,1,2,370.26476699869,4,9
2403583,17,111,1-17-2024-111-03,3,1,1,8,60.1064786597745,4,9
2402057,17,66,1-17-2024-066-04,4,1,1,2,135.899632587636,4,9
2404038,17,129,1-17-2024-129-09,9,1,1,6,359.803903640379,4,9
2401390,17,42,1-17-2024-042-06,6,1,1,8,94.3786367934732,4,9
2403803,17,120,1-17-2024-120-08,8,1,2,2,81.8291386934797,4,9
2403803,17,120,1-17-2024-120-08,8,1,1,2,81.8291386934797,4,9
2403803,17,120,1-17-2024-120-08,8,1,3,6,81.8291386934797,4,9
2400769,17,23,1-17-2024-023-10,10,1,1,6,2627.47744766494,4,9
2400185,17,5,1-17-2024-005-07,7,1,1,2,1237.21865149189,4,9
2400185,17,5,1-17-2024-005-07,7,1,2,6,1237.21865149189,4,9
2402186,17,71,1-17-2024-071-06,6,1,1,8,219.648098632459,4,9
2400861,17,28,1-17-2024-028-10,10,1,1,8,1344.77037686484,4,9
2403694,17,115,1-17-2024-115-06,6,1,1,8,499.364284240013,4,9
2403339,17,104,1-17-2024-104-07,7,1,1,2,401.185010036677,4,9
2400313,17,8,1-17-2024-008-08,8,1,1,2,98.1097831692489,4,9
2400313,17,8,1-17-2024-008-08,8,1,2,6,98.1097831692489,4,9
2404092,17,132,1-17-2024-132-10,10,2,1,8,2232.66190323907,4,9
2400187,17,7,1-17-2024-007-03,3,1,1,8,94.6581928917778,4,9
2406330,17,206,1-17-2024-206-03,3,1,1,2,145.71700842556,4,9
2405059,17,164,1-17-2024-164-03,3,1,2,6,93.5145067425974,4,9
2405059,17,164,1-17-2024-164-03,3,1,1,2,93.5145067425974,4,9
2402608,17,86,1-17-2024-086-07,7,1,1,2,199.170885189555,4,9
2402608,17,86,1-17-2024-086-07,7,1,2,6,199.170885189555,4,9
2405442,17,178,1-17-2024-178-08,8,1,1,8,98.1097831692489,4,9
2401761,17,57,1-17-2024-057-05,5,1,1,2,95.9334331296951,4,9
2403204,17,101,1-17-2024-101-06,6,1,1,2,349.164684359284,4,9
2401260,17,41,1-17-2024-041-07,7,1,1,2,243.718011272748,4,9
2406375,17,207,1-17-2024-207-10,10,1,2,6,101.390613509498,4,9
2406375,17,207,1-17-2024-207-10,10,1,1,2,101.390613509498,4,9
2401652,17,52,1-17-2024-052-07,7,1,1,6,364.699531711488,4,9
2403876,17,121,1-17-2024-121-06,6,1,1,4,121.263256730921,4,9
2401137,17,34,1-17-2024-034-04,4,1,1,2,387.639619467061,4,9
2405803,17,190,1-17-2024-190-04,4,1,1,4,323.259744019396,4,9
2405004,82,140,1-82-2024-140-03,3,1,1,98,95.2724395487845,1,9
2402774,82,69,1-82-2024-069-04,4,2,1,4,193.441668494855,1,9
2400811,29,14,1-29-2024-014-03,3,1,1,2,169.206558242073,2,9
2400811,29,14,1-29-2024-014-03,3,1,2,6,169.206558242073,2,9
2403270,29,30,1-29-2024-030-09,9,1,1,8,1132.86906528856,2,9
2404126,82,107,1-82-2024-107-03,3,1,1,2,146.023499594545,1,9
2401849,29,18,1-29-2024-018-03,3,1,1,8,104.719093140208,2,9
2404863,82,133,1-82-2024-133-10,10,1,2,6,5129.13685209582,1,9
2404863,82,133,1-82-2024-133-10,10,1,1,2,5129.13685209582,1,9
2405749,15,221,1-15-2024-221-03,3,1,1,8,11.752943697986,1,9
2405715,76,166,1-76-2024-166-NM1,21,1,1,8,85.5567201400254,3,9
2400045,25,1,1-25-2024-001-07,7,1,1,6,4478.5820805509,2,9
2405561,24,152,1-24-2024-152-08,8,1,2,2,40.8959969609354,1,9
2405561,24,152,1-24-2024-152-08,8,1,1,2,40.8959969609354,1,9
2405561,24,152,1-24-2024-152-08,8,1,3,6,40.8959969609354,1,9
2406040,30,202,1-30-2024-202-02,2,1,1,2,19.164355457719,10,9
2401131,30,38,1-30-2024-038-08,8,1,2,2,97.9076373187586,10,9
2401131,30,38,1-30-2024-038-08,8,1,3,2,97.9076373187586,10,9
2401131,30,38,1-30-2024-038-08,8,1,4,6,97.9076373187586,10,9
2402720,60,30,1-60-2024-030-01,1,2,1,4,101.909134009317,8,9
2404618,77,148,1-77-2024-148-10,10,1,2,9,257.957670739438,9,9
2401431,76,36,1-76-2024-036-10,10,1,1,2,254.03695808766,3,9
2401431,76,36,1-76-2024-036-10,10,1,2,6,254.03695808766,3,9
2403552,77,121,1-77-2024-121-02,2,1,1,8,83.1566199866033,9,9
2403552,77,121,1-77-2024-121-02,2,1,2,9,83.1566199866033,9,9
2403552,77,121,1-77-2024-121-02,2,1,3,2,83.1566199866033,9,9
2403552,77,121,1-77-2024-121-02,2,1,4,6,83.1566199866033,9,9
2401866,77,65,1-77-2024-065-08,8,1,1,8,206.918069773792,9,9
2405061,57,153,1-57-2024-153-03,3,1,2,6,80.4994111175718,1,9
2405061,57,153,1-57-2024-153-03,3,1,1,2,80.4994111175718,1,9
2401116,66,23,1-66-2024-023-07,7,1,1,2,161.444955065863,6,9
2402284,54,57,1-54-2024-057-08,8,1,2,6,161.994257211147,9,9
2402284,54,57,1-54-2024-057-08,8,1,1,2,161.994257211147,9,9
2405793,10,118,1-10-2024-118-07,7,1,3,2,1780.5340311051,4,9
2404184,77,137,1-77-2024-137-04,4,1,1,6,1331.89082639484,9,9
2403463,17,106,1-17-2024-106-07,7,1,2,3,289.876786179507,4,9
2403463,17,106,1-17-2024-106-07,7,1,1,2,289.876786179507,4,9
2403463,17,106,1-17-2024-106-07,7,1,3,4,289.876786179507,4,9
2403463,17,106,1-17-2024-106-07,7,1,4,8,289.876786179507,4,9
2405183,77,163,1-77-2024-163-03,3,1,3,7,568.911465081433,9,9
2405183,77,163,1-77-2024-163-03,3,1,4,3,568.911465081433,9,9
2405183,77,163,1-77-2024-163-03,3,1,5,8,568.911465081433,9,9
2403623,17,112,1-17-2024-112-09,9,2,1,2,124.444730519243,4,9
2405793,10,118,1-10-2024-118-07,7,1,1,4,1780.5340311051,4,9
2404618,77,148,1-77-2024-148-10,10,1,4,6,257.957670739438,9,9
2404618,77,148,1-77-2024-148-10,10,1,5,7,257.957670739438,9,9
2404618,77,148,1-77-2024-148-10,10,1,6,3,257.957670739438,9,9
2404618,77,148,1-77-2024-148-10,10,1,7,8,257.957670739438,9,9
2404526,67,36,1-67-2024-036-06,6,1,2,6,590.706487181805,7,9
2404526,67,36,1-67-2024-036-06,6,1,1,2,590.706487181805,7,9
2405585,12,106,1-12-2024-106-08,8,1,2,98,295.547885122293,9,9
2405585,12,106,1-12-2024-106-08,8,1,1,6,295.547885122293,9,9
2405210,52,51,1-52-2024-051-07,7,1,1,8,1637.98271959596,12,9
2401595,66,36,1-66-2024-036-09,9,1,1,8,97.5596917228585,6,9
2400123,66,1,1-66-2024-001-10,10,1,6,6,484.778997421925,6,9
2405659,73,142,1-73-2024-142-06,6,1,1,8,37.0946854309253,3,9
2400123,66,1,1-66-2024-001-10,10,1,1,2,484.778997421925,6,9
2400123,66,1,1-66-2024-001-10,10,1,2,6,484.778997421925,6,9
2400123,66,1,1-66-2024-001-10,10,1,3,7,484.778997421925,6,9
2400123,66,1,1-66-2024-001-10,10,1,4,3,484.778997421925,6,9
2400123,66,1,1-66-2024-001-10,10,1,5,2,484.778997421925,6,9
2402682,12,46,1-12-2024-046-02,2,1,1,8,221.517683883591,9,9
2400910,66,17,1-66-2024-017-09,9,1,1,2,117.638784393433,6,9
2400910,66,17,1-66-2024-017-09,9,1,2,6,117.638784393433,6,9
2401972,82,47,1-82-2024-047-06,6,1,1,4,435.792217139692,1,9
2400804,66,13,1-66-2024-013-06,6,1,1,2,124.972344097308,6,9
2400804,66,13,1-66-2024-013-06,6,1,2,6,124.972344097308,6,9
2401594,66,35,1-66-2024-035-10,10,1,1,8,484.778997421925,6,9
2401594,66,35,1-66-2024-035-10,10,1,2,9,484.778997421925,6,9
2401594,66,35,1-66-2024-035-10,10,1,3,2,484.778997421925,6,9
2401594,66,35,1-66-2024-035-10,10,1,4,6,484.778997421925,6,9
2405436,66,106,1-66-2024-106-07,7,1,2,6,133.367571576148,6,9
2405436,66,106,1-66-2024-106-07,7,1,1,2,133.367571576148,6,9
2404914,67,40,1-67-2024-040-07,7,1,1,6,3022.4181734707,7,9
2404914,67,40,1-67-2024-040-07,7,1,2,98,3022.4181734707,7,9
2404914,67,40,1-67-2024-040-07,7,1,3,8,3022.4181734707,7,9
2400125,66,3,1-66-2024-003-03,3,1,1,8,79.4686416678806,6,9
2403881,33,69,1-33-2024-069-08,8,1,2,6,110.532062129554,12,9
2403881,33,69,1-33-2024-069-08,8,1,1,2,110.532062129554,12,9
2401464,66,30,1-66-2024-030-10,10,1,2,6,242.389498710963,6,9
2403834,21,81,1-21-2024-081-08,8,3,1,2,281.39230853194,11,9
2402071,69,38,1-69-2024-038-03,3,1,1,6,28.5486297674218,8,9
2400803,66,12,1-66-2024-012-09,9,1,1,2,97.5596917228585,6,9
2400803,66,12,1-66-2024-012-09,9,1,2,6,97.5596917228585,6,9
2405054,19,69,1-19-2024-069-06,6,1,1,4,738.592711027733,9,9
2401696,66,39,1-66-2024-039-10,10,1,1,2,242.389498710963,6,9
2401696,66,39,1-66-2024-039-10,10,1,2,6,242.389498710963,6,9
2401696,66,39,1-66-2024-039-10,10,1,3,7,242.389498710963,6,9
2401696,66,39,1-66-2024-039-10,10,1,4,3,242.389498710963,6,9
2401696,66,39,1-66-2024-039-10,10,1,5,8,242.389498710963,6,9
2401464,66,30,1-66-2024-030-10,10,1,1,2,242.389498710963,6,9
2401595,66,36,1-66-2024-036-09,9,1,2,9,97.5596917228585,6,9
2401595,66,36,1-66-2024-036-09,9,1,3,2,97.5596917228585,6,9
2401595,66,36,1-66-2024-036-09,9,1,4,6,97.5596917228585,6,9
2401117,66,24,1-66-2024-024-06,6,1,1,8,124.972344097308,6,9
2400911,66,18,1-66-2024-018-04,4,1,1,8,114.973892842,6,9
2400671,66,11,1-66-2024-011-10,10,1,1,4,403.982497851604,6,9
2405793,10,118,1-10-2024-118-07,7,1,2,5,1780.5340311051,4,9
2402607,17,85,1-17-2024-085-07,7,1,2,6,199.170885189555,4,9
2402607,17,85,1-17-2024-085-07,7,1,1,2,199.170885189555,4,9
2403085,17,97,1-17-2024-097-04,4,1,1,4,183.019292109299,4,9
2401390,17,42,1-17-2024-042-06,6,2,1,4,94.3786367934732,4,9
2405183,77,163,1-77-2024-163-03,3,1,2,6,568.911465081433,9,9
2405183,77,163,1-77-2024-163-03,3,1,1,2,568.911465081433,9,9
2400385,15,11,1-15-2024-011-04,4,1,1,4,55.2798962387699,1,9
2404392,77,139,1-77-2024-139-03,3,1,2,6,85.2970128115426,9,9
2404392,77,139,1-77-2024-139-03,3,1,1,2,85.2970128115426,9,9
2403316,54,83,1-54-2024-083-09,9,2,2,9,156.448581085026,9,9
2403316,54,83,1-54-2024-083-09,9,2,1,8,156.448581085026,9,9
2403316,54,83,1-54-2024-083-09,9,2,3,2,156.448581085026,9,9
2402795,77,93,1-77-2024-093-08,8,1,1,8,300.784145666159,9,9
2406224,28,191,1-28-2024-191-04,4,2,1,4,81.1581075737838,3,9
2402380,27,74,1-27-2024-074-06,6,1,2,6,78.7044382164163,3,9
2402380,27,74,1-27-2024-074-06,6,1,1,2,78.7044382164163,3,9
2404498,57,126,1-57-2024-126-03,3,1,1,8,74.219148340463,1,9
2404066,57,103,1-57-2024-103-02,2,1,1,8,13.8251120734564,1,9
2403983,57,102,1-57-2024-102-06,6,1,2,9,252.677492845916,1,9
2403983,57,102,1-57-2024-102-06,6,1,4,9,252.677492845916,1,9
2403983,57,102,1-57-2024-102-06,6,1,3,8,252.677492845916,1,9
2403983,57,102,1-57-2024-102-06,6,1,5,2,252.677492845916,1,9
2403983,57,102,1-57-2024-102-06,6,1,6,6,252.677492845916,1,9
2403044,77,105,1-77-2024-105-04,4,1,1,8,1313.43764510397,9,9
2402528,77,86,1-77-2024-086-08,8,2,1,2,921.984007928312,9,9
2402528,77,86,1-77-2024-086-08,8,2,2,6,921.984007928312,9,9
2402528,77,86,1-77-2024-086-08,8,2,3,5,921.984007928312,9,9
2402528,77,86,1-77-2024-086-08,8,2,4,4,921.984007928312,9,9
2400507,76,14,1-76-2024-014-04,4,1,1,6,167.149097164829,3,9
2403983,57,102,1-57-2024-102-06,6,1,1,8,252.677492845916,1,9
2400244,15,7,1-15-2024-007-08,8,1,2,2,15.788345713656,1,9
2400244,15,7,1-15-2024-007-08,8,1,3,2,15.788345713656,1,9
2400244,15,7,1-15-2024-007-08,8,1,4,6,15.788345713656,1,9
2402142,77,73,1-77-2024-073-01,1,2,1,2,96.927477716339,9,9
2400413,15,15,1-15-2024-015-03,3,1,2,2,14.5436393843836,1,9
2402273,77,76,1-77-2024-076-09,9,1,1,8,2444.25584064143,9,9
2406192,29,108,1-29-2024-108-02,2,1,1,6,90.8510962627682,2,9
2402468,60,28,1-60-2024-028-08,8,2,1,4,185.214591514808,8,9
2402468,60,28,1-60-2024-028-08,8,2,2,4,185.214591514808,8,9
2405279,57,161,1-57-2024-161-09,9,1,1,2,803.517520327763,1,9
2405279,57,161,1-57-2024-161-09,9,1,2,2,803.517520327763,1,9
2404907,77,156,1-77-2024-156-04,4,1,1,2,1586.45009650988,9,9
2404618,77,148,1-77-2024-148-10,10,1,1,4,257.957670739438,9,9
2404618,77,148,1-77-2024-148-10,10,1,3,2,257.957670739438,9,9
2400390,26,6,1-26-2024-006-02,2,1,1,2,21.1529220587709,10,9
2402517,26,71,1-26-2024-071-06,6,1,1,4,1607.26436090595,10,9
2402517,26,71,1-26-2024-071-06,6,1,2,8,1607.26436090595,10,9
2400659,26,12,1-26-2024-012-05,5,1,1,8,44.028673942891,10,9
2401185,26,27,1-26-2024-027-09,9,1,1,8,1278.42089527898,10,9
2402373,26,66,1-26-2024-066-09,9,1,1,8,1299.91372162287,10,9
2402636,26,76,1-26-2024-076-03,3,1,1,8,255.743331484343,10,9
2403268,26,98,1-26-2024-098-06,6,1,1,8,1247.35466560634,10,9
2401702,26,44,1-26-2024-044-03,3,1,1,4,128.240497755438,10,9
2402206,60,23,1-60-2024-023-04,4,1,1,8,316.092762988245,8,9
2406167,60,105,1-60-2024-105-03,3,2,1,8,187.260455402182,8,9
2403001,60,34,1-60-2024-034-05,5,1,1,8,159.277487034842,8,9
2404106,60,56,1-60-2024-056-04,4,1,1,8,2165.10859656783,8,9
2406004,60,104,1-60-2024-104-06,6,2,1,4,1686.82934488612,8,9
2403711,60,46,1-60-2024-046-03,3,1,1,8,112.083995755137,8,9
2405818,60,97,1-60-2024-097-03,3,1,1,6,219.24051085109,8,9
2406167,60,105,1-60-2024-105-03,3,2,2,7,187.260455402182,8,9
2406003,60,103,1-60-2024-103-09,9,3,1,2,3804.24227967137,8,9
2402549,60,29,1-60-2024-029-03,3,1,1,2,470.926036174307,8,9
2402549,60,29,1-60-2024-029-03,3,1,2,6,470.926036174307,8,9
2404403,62,126,1-62-2024-126-02,2,1,1,6,41.3368831287418,7,9
2401758,62,44,1-62-2024-044-06,6,1,1,4,1143.6537824324,7,9
2401758,62,44,1-62-2024-044-06,6,1,2,4,1143.6537824324,7,9
2401758,62,44,1-62-2024-044-06,6,1,3,4,1143.6537824324,7,9
2405271,62,159,1-62-2024-159-05,5,3,1,2,45.9669509477848,7,9
2403940,62,111,1-62-2024-111-01,1,1,1,6,72.7909715141898,7,9
2402924,62,78,1-62-2024-078-06,6,1,3,6,1279.95578717782,7,9
2403786,62,104,1-62-2024-104-03,3,1,1,6,737.04148814888,7,9
2402029,62,50,1-62-2024-050-05,5,1,1,8,183.403138311325,7,9
2402927,62,81,1-62-2024-081-06,6,1,1,8,1279.95578725529,7,9
2400024,62,1,1-62-2024-001-06,6,1,1,8,63.0744733826381,7,9
2404146,62,117,1-62-2024-117-03,3,1,1,6,605.26755730409,7,9
2402297,62,60,1-62-2024-060-08,8,1,1,8,289.141140144412,7,9
2402924,62,78,1-62-2024-078-06,6,1,1,2,1279.95578717782,7,9
2402924,62,78,1-62-2024-078-06,6,1,2,2,1279.95578717782,7,9
2403086,57,73,1-57-2024-073-03,3,1,1,8,63.1504391896802,1,9
2405963,57,186,1-57-2024-186-06,6,2,1,2,479.825111588548,1,9
2404732,57,138,1-57-2024-138-03,3,2,1,2,96.670763203786,1,9
2402812,57,63,1-57-2024-063-02,2,1,1,2,12.4176324747354,1,9
2402812,57,63,1-57-2024-063-02,2,2,1,2,12.4176324747354,1,9
2402137,57,41,1-57-2024-041-03,3,1,1,2,137.597597548363,1,9
2404846,57,144,1-57-2024-144-06,6,2,1,2,322.279601873712,1,9
2404256,57,114,1-57-2024-114-06,6,1,1,2,434.808217529321,1,9
2404256,57,114,1-57-2024-114-06,6,1,2,6,434.808217529321,1,9
2401886,57,37,1-57-2024-037-03,3,3,1,2,168.570265700135,1,9
2400140,57,3,1-57-2024-003-06,6,1,1,8,30.0886094601444,1,9
2405413,57,167,1-57-2024-167-03,3,1,1,2,200.397476159373,1,9
2400369,57,8,1-57-2024-008-08,8,1,1,6,73.1668973237709,1,9
2403864,57,95,1-57-2024-095-02,2,1,1,8,13.8251120734564,1,9
2405192,57,159,1-57-2024-159-03,3,2,1,98,125.65920680398,1,9
2402739,57,60,1-57-2024-060-04,4,1,1,2,805.938734059482,1,9
2402739,57,60,1-57-2024-060-04,4,1,2,6,805.938734059482,1,9
2403186,57,74,1-57-2024-074-05,5,1,1,2,28.7844147536554,1,9
2402292,57,49,1-57-2024-049-05,5,1,1,8,10.9377963206573,1,9
2401702,26,44,1-26-2024-044-03,3,1,2,5,128.240497755438,10,9
2402890,26,82,1-26-2024-082-03,3,1,1,8,344.417446330487,10,9
2400523,26,11,1-26-2024-011-06,6,1,1,4,689.488079747103,10,9
2401333,26,35,1-26-2024-035-01,1,1,2,2,37.8344754262411,10,9
2403005,26,88,1-26-2024-088-08,8,1,1,2,223.206280088994,10,9
2403005,26,88,1-26-2024-088-08,8,1,2,6,223.206280088994,10,9
2406307,26,137,1-26-2024-137-05,5,1,1,8,81.3263153382772,10,9
2402252,26,60,1-26-2024-060-08,8,1,1,8,287.588806783916,10,9
2406385,26,139,1-26-2024-139-09,9,1,1,4,2608.10275616479,10,9
2401333,26,35,1-26-2024-035-01,1,1,1,2,37.8344754262411,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,1,2,25.7030205312635,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,3,6,25.7030205312635,10,9
2402615,26,74,1-26-2024-074-01,1,1,1,4,32.4753608539726,10,9
2402251,26,59,1-26-2024-059-02,2,2,1,2,21.1529220587709,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,2,2,25.7030205312635,10,9
2400925,26,19,1-26-2024-019-05,5,1,2,2,43.8292003608038,10,9
2400785,26,16,1-26-2024-016-05,5,1,1,4,37.7123897005153,10,9
2403267,26,97,1-26-2024-097-06,6,1,1,8,1247.35466560634,10,9
2402509,26,69,1-26-2024-069-03,3,1,1,4,516.533434577292,10,9
2400659,26,12,1-26-2024-012-05,5,1,2,9,44.028673942891,10,9
2400659,26,12,1-26-2024-012-05,5,1,3,2,44.028673942891,10,9
2400659,26,12,1-26-2024-012-05,5,2,1,2,44.028673942891,10,9
2402903,26,85,1-26-2024-085-01,1,1,1,8,43.7355718683562,10,9
2400925,26,19,1-26-2024-019-05,5,1,1,2,43.8292003608038,10,9
2406229,81,163,1-81-2024-163-NM1,21,2,1,4,20.2135532866767,8,9
2405177,19,71,1-19-2024-071-05,5,1,1,4,182.109577992269,9,9
2404201,67,30,1-67-2024-030-01,1,1,3,8,66.8119266347119,7,9
2405295,19,73,1-19-2024-073-08,8,1,1,8,112.415834709617,9,9
2405295,19,73,1-19-2024-073-08,8,1,3,8,112.415834709617,9,9
2405295,19,73,1-19-2024-073-08,8,1,2,9,112.415834709617,9,9
2405177,19,71,1-19-2024-071-05,5,1,2,8,182.109577992269,9,9
2405182,67,45,1-67-2024-045-08,8,2,1,2,85.9268951316915,7,9
2404201,67,30,1-67-2024-030-01,1,1,2,3,66.8119266347119,7,9
2404201,67,30,1-67-2024-030-01,1,1,1,2,66.8119266347119,7,9
2404229,12,76,1-12-2024-076-09,9,1,2,6,213.959774403008,9,9
2404229,12,76,1-12-2024-076-09,9,1,1,2,213.959774403008,9,9
2404810,19,66,1-19-2024-066-03,3,1,2,6,78.2738433732197,9,9
2404810,19,66,1-19-2024-066-03,3,1,1,2,78.2738433732197,9,9
2403470,24,98,1-24-2024-098-10,10,1,1,8,7451.34865268735,1,9
2400198,20,4,1-20-2024-004-03,3,1,2,6,91.019415088757,11,9
2403272,69,67,1-69-2024-067-03,3,1,2,6,28.3981261614182,8,9
2403272,69,67,1-69-2024-067-03,3,1,1,2,28.3981261614182,8,9
2405531,67,49,1-67-2024-049-05,5,2,1,2,83.5824445569787,7,9
2403461,69,73,1-69-2024-073-01,1,1,1,2,25.5510252230987,8,9
2403584,69,75,1-69-2024-075-08,8,1,2,4,99.4639493060289,8,9
