CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,DISTRACTN,CASEWGT,PSUSTRAT,VERSION
2405228,82,149,1-82-2024-149-NM2,22,1,2,530.041651146454,1,9
2404089,33,76,1-33-2024-076-NM2,22,1,10,228.732430580773,12,9
2401292,12,24,1-12-2024-024-04,4,1,2,1344.85073916677,9,9
2402915,59,92,1-59-2024-092-07,7,1,1,617.998102890454,6,9
2403270,29,30,1-29-2024-030-09,9,1,9,1132.86906528856,2,9
2406024,73,150,1-73-2024-150-06,6,2,9,192.446977093304,3,9
2401055,21,25,1-21-2024-025-08,8,1,1,78.3803996099035,11,9
2401092,81,24,1-81-2024-024-10,10,2,9,24230.4540548434,8,9
2403509,82,89,1-82-2024-089-NM2,22,1,10,184.00474438731,1,9
2404185,14,75,1-14-2024-075-04,4,1,1,139.87769253604,8,9
2405430,69,134,1-69-2024-134-02,2,1,1,7.30201599951961,8,9
2403117,82,79,1-82-2024-079-10,10,1,2,7754.29853635363,1,9
2405287,54,115,1-54-2024-115-09,9,1,99,401.306692440556,9,9
2404056,77,133,1-77-2024-133-02,2,1,10,83.1566199866033,9,9
2401729,28,48,1-28-2024-048-06,6,1,8,46.0829401699488,3,9
2405381,22,165,1-22-2024-165-NM2,22,1,2,86.2407444911639,12,9
2400120,60,3,1-60-2024-003-03,3,2,99,151.148648275766,8,9
2401686,14,26,1-14-2024-026-08,8,1,10,128.530640298038,8,9
2400020,54,1,1-54-2024-001-08,8,1,8,161.994257211147,9,9
2405765,73,147,1-73-2024-147-03,3,1,10,30.3986890211754,3,9
2405420,30,185,1-30-2024-185-NM1,21,1,7,122.593345274421,10,9
2405334,28,166,1-28-2024-166-09,9,1,1,97.1901174624373,3,9
2404301,18,115,1-18-2024-115-03,3,1,1,34.6070615401308,6,9
2406161,30,209,1-30-2024-209-02,2,1,10,19.7146598979445,10,9
2404495,29,63,1-29-2024-063-02,2,1,10,439.446667333394,2,9
2400116,32,2,1-32-2024-002-02,2,2,4,5.912189285169,7,9
2400359,52,4,1-52-2024-004-03,3,1,7,68.9591235242687,12,9
2402672,48,89,1-48-2024-089-03,3,1,1,54.9604072040948,12,9
2405865,73,148,1-73-2024-148-09,9,1,9,300.06155561036,3,9
2400412,30,12,1-30-2024-012-08,8,1,1,134.135999343334,10,9
2404740,82,127,1-82-2024-127-05,5,1,3,23.9814262485552,1,9
2404193,18,113,1-18-2024-113-03,3,1,99,337.833743551218,6,9
2400804,66,13,1-66-2024-013-06,6,1,99,124.972344097308,6,9
2401394,25,30,1-25-2024-030-09,9,1,8,123.800297630527,2,9
2404883,76,141,1-76-2024-141-04,4,1,9,159.257021770113,3,9
2405132,17,166,1-17-2024-166-07,7,1,1,1222.27023854147,4,9
2402376,15,92,1-15-2024-092-NM2,22,1,1,172.627983004139,1,9
2401245,79,28,1-79-2024-028-04,4,1,3,222.177481341307,8,9
2405032,77,161,1-77-2024-161-05,5,1,6,90.6570748528622,9,9
2403266,26,96,1-26-2024-096-05,5,1,1,39.670972526611,10,9
2402341,25,57,1-25-2024-057-03,3,1,1,193.7608674537,2,9
2401228,73,39,1-73-2024-039-03,3,1,9,23.5881329232141,3,9
2400157,73,5,1-73-2024-005-03,3,1,9,23.5881329232141,3,9
2402911,66,61,1-66-2024-061-09,9,2,99,97.5596917228585,6,9
2403767,73,104,1-73-2024-104-08,8,1,9,43.2269839282638,3,9
2401182,22,33,1-22-2024-033-10,10,1,9,632.984210388483,12,9
2403197,33,53,1-33-2024-053-02,2,1,3,23.2460633538017,12,9
2401136,77,40,1-77-2024-040-06,6,1,3,432.202486626462,9,9
2403028,31,63,1-31-2024-063-NM2,22,1,10,197.377933176122,6,9
2406323,14,132,1-14-2024-132-NM2,22,1,2,464.271661627575,8,9
2403592,30,130,1-30-2024-130-07,7,1,3,2295.63447684467,10,9
2402015,59,62,1-59-2024-062-03,3,1,3,52.2551494333877,6,9
2404849,27,151,1-27-2024-151-02,2,1,9,35.7945960703371,3,9
2403283,59,104,1-59-2024-104-07,7,1,9,584.797835219332,6,9
2401113,13,28,1-13-2024-028-NM1,21,1,1,14.5007405645646,7,9
2404162,25,112,1-25-2024-112-03,3,2,10,77.9279752203252,2,9
2404955,16,122,1-16-2024-122-NM1,21,1,7,20.5106500164933,5,9
2403721,28,113,1-28-2024-113-10,10,1,1,187.992842110574,3,9
2402310,73,70,1-73-2024-070-06,6,1,1,89.1819804751388,3,9
2405049,30,174,1-30-2024-174-NM1,21,1,99,35.2170995864478,10,9
2404471,32,132,1-32-2024-132-02,2,1,1,10.0130344037266,7,9
2406045,12,120,1-12-2024-120-04,4,1,7,331.530424264406,9,9
2401128,79,26,1-79-2024-026-03,3,1,10,139.014214440248,8,9
2405788,69,147,1-69-2024-147-09,9,1,9,634.831339238048,8,9
2403435,18,96,1-18-2024-096-01,1,2,8,63.8166126674341,6,9
2402356,14,38,1-14-2024-038-02,2,1,1,77.0447891691359,8,9
2404371,22,130,1-22-2024-130-NM2,22,1,2,24.4305122731702,12,9
2405742,21,140,1-21-2024-140-02,2,1,1,9.63819602034845,11,9
2405055,19,70,1-19-2024-070-04,4,1,8,789.695397346962,9,9
2404809,19,65,1-19-2024-065-09,9,1,1,717.496132319356,9,9
2404222,27,129,1-27-2024-129-04,4,1,10,18.7495302149441,3,9
2400140,57,3,1-57-2024-003-06,6,1,5,30.0886094601444,1,9
2400727,48,28,1-48-2024-028-04,4,1,8,145.557430364465,12,9
2406237,73,155,1-73-2024-155-03,3,1,3,27.9333153038062,3,9
2401368,57,28,1-57-2024-028-03,3,2,9,113.193207903283,1,9
2400764,12,15,1-12-2024-015-05,5,1,1,241.497853716308,9,9
2403824,14,68,1-14-2024-068-03,3,1,2,364.189516222934,8,9
2401049,76,29,1-76-2024-029-06,6,1,1,69.290638741677,3,9
2403479,11,103,1-11-2024-103-04,4,1,10,595.929961083085,8,9
2403811,24,108,1-24-2024-108-06,6,1,10,447.799479425483,1,9
2404807,33,93,1-33-2024-093-03,3,1,10,33.6168445424995,12,9
2402151,23,32,1-23-2024-032-05,5,1,3,200.159885378424,5,9
2400562,18,20,1-18-2024-020-06,6,1,1,173.45428776267,6,9
2403788,67,23,1-67-2024-023-03,3,1,3,107.371301457247,7,9
2406110,22,186,1-22-2024-186-NM2,22,1,99,94.6557465142525,12,9
2406256,69,164,1-69-2024-164-07,7,1,2,256.481300292613,8,9
2402174,73,66,1-73-2024-066-08,8,1,1,40.1180243892693,3,9
2401842,22,56,1-22-2024-056-NM2,22,1,2,24.4305122731702,12,9
2404976,27,156,1-27-2024-156-03,3,1,8,18.7327308831734,3,9
2402907,82,73,1-82-2024-073-06,6,2,10,335.530067045794,1,9
2404212,33,77,1-33-2024-077-09,9,1,9,429.838695718984,12,9
2404329,14,78,1-14-2024-078-02,2,1,1,73.7387227230028,8,9
2404335,28,136,1-28-2024-136-10,10,1,3,241.705082713595,3,9
2402884,82,70,1-82-2024-070-03,3,1,10,107.830735344065,1,9
2405540,18,136,1-18-2024-136-08,8,1,1,114.15342035176,6,9
2404550,73,121,1-73-2024-121-09,9,1,99,71.1373514066558,3,9
2401604,54,38,1-54-2024-038-10,10,1,9,297.406603751546,9,9
2402366,22,68,1-22-2024-068-08,8,1,1,27.70204742406,12,9
2405855,20,138,1-20-2024-138-03,3,1,2,129.05694282056,11,9
2402291,57,48,1-57-2024-048-03,3,3,10,110.52437398961,1,9
2404381,76,125,1-76-2024-125-10,10,1,3,84.6789860292199,3,9
2402560,73,80,1-73-2024-080-04,4,1,9,38.9268584589882,3,9
2402406,62,63,1-62-2024-063-04,4,1,9,2493.02751254833,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,1,72.5717518696977,7,9
2404421,18,118,1-18-2024-118-06,6,1,10,1411.10309059419,6,9
2404767,81,119,1-81-2024-119-NM1,21,1,2,47.7030665360098,8,9
2401424,28,39,1-28-2024-039-06,6,1,9,44.5186799027896,3,9
2402051,33,35,1-33-2024-035-09,9,1,10,185.63642695444,12,9
2402646,22,77,1-22-2024-077-07,7,1,3,33.5836093550638,12,9
2402652,59,84,1-59-2024-084-02,2,1,1,48.7900687173874,6,9
2405154,79,99,1-79-2024-099-09,9,1,1,332.8863993413,8,9
2405154,79,99,1-79-2024-099-09,9,1,99,332.8863993413,8,9
2405546,79,107,1-79-2024-107-07,7,1,99,105.188203068447,8,9
2405995,82,166,1-82-2024-166-05,5,2,10,31.9198775635953,1,9
2404272,21,92,1-21-2024-092-03,3,1,1,108.239393853195,11,9
2401418,27,46,1-27-2024-046-07,7,1,9,61.6841306108297,3,9
2402732,52,37,1-52-2024-037-03,3,1,3,90.2633842119784,12,9
2402898,20,81,1-20-2024-081-03,3,1,1,81.8606256970461,11,9
2404890,30,167,1-30-2024-167-NM2,22,1,10,814.767720370494,10,9
2400740,28,20,1-28-2024-020-08,8,1,1,48.0385140677194,3,9
2401593,66,34,1-66-2024-034-03,3,1,2,79.4686416678806,6,9
2403110,27,100,1-27-2024-100-06,6,1,3,42.4506543066445,3,9
2405935,24,164,1-24-2024-164-04,4,1,1,250.949654847823,1,9
2402114,22,63,1-22-2024-063-NM2,22,1,6,82.628551642103,12,9
2405529,48,181,1-48-2024-181-08,8,1,99,96.1411607504999,12,9
2405102,76,148,1-76-2024-148-06,6,1,1,86.1549159902945,3,9
2402520,15,98,1-15-2024-098-03,3,1,8,11.6786128984979,1,9
2403465,66,72,1-66-2024-072-09,9,2,3,120.817592914173,6,9
2406170,24,170,1-24-2024-170-05,5,1,2,24.2721053029394,1,9
2406170,24,170,1-24-2024-170-05,5,1,3,24.2721053029394,1,9
2405174,30,175,1-30-2024-175-03,3,1,99,228.715099730784,10,9
2402065,79,43,1-79-2024-043-10,10,1,10,174.035213758045,8,9
2400150,79,7,1-79-2024-007-06,6,2,99,120.772111910736,8,9
2400499,52,5,1-52-2024-005-09,9,1,9,203.384126194142,12,9
2405337,27,165,1-27-2024-165-03,3,1,10,19.3727483205413,3,9
2403445,30,124,1-30-2024-124-02,2,1,8,16.6145707079083,10,9
2401948,28,55,1-28-2024-055-04,4,1,10,47.851485985308,3,9
2401281,24,30,1-24-2024-030-06,6,1,9,260.894836150354,1,9
2401358,18,52,1-18-2024-052-04,4,1,9,70.6522327035531,6,9
2405858,22,177,1-22-2024-177-09,9,1,8,137.263300510642,12,9
2405194,24,144,1-24-2024-144-03,3,1,3,43.1431884730943,1,9
2405268,62,156,1-62-2024-156-06,6,1,10,1435.74294690315,7,9
2403373,66,71,1-66-2024-071-06,6,1,2,175.05990703597,6,9
2403422,77,118,1-77-2024-118-02,2,1,9,83.1566199866033,9,9
2401979,26,52,1-26-2024-052-06,6,1,10,383.903476267962,10,9
2403259,21,68,1-21-2024-068-03,3,1,1,317.13900450633,11,9
2403353,25,87,1-25-2024-087-03,3,1,1,344.35142568303,2,9
2406270,25,174,1-25-2024-174-06,6,1,1,681.275187925741,2,9
2404447,11,134,1-11-2024-134-02,2,1,1,30.7614595081659,8,9
2402775,62,73,1-62-2024-073-09,9,2,2,6595.93532166569,7,9
2400021,54,2,1-54-2024-002-09,9,1,2,339.94783934237,9,9
2402961,81,63,1-81-2024-063-02,2,3,6,19.0849903848337,8,9
2403957,57,99,1-57-2024-099-03,3,2,9,81.2040485683393,1,9
2404043,11,123,1-11-2024-123-04,4,1,1,266.740512711128,8,9
2400760,30,25,1-30-2024-025-02,2,1,9,16.2875943881497,10,9
2404633,19,60,1-19-2024-060-03,3,1,99,53.0215875094493,9,9
2402420,48,79,1-48-2024-079-NM1,21,1,1,85.8427679861707,12,9
2402420,48,79,1-48-2024-079-NM1,21,1,99,85.8427679861707,12,9
2400711,62,21,1-62-2024-021-02,2,1,1,61.2648028245878,7,9
2405715,76,166,1-76-2024-166-NM1,21,1,2,85.5567201400254,3,9
2405039,12,97,1-12-2024-097-06,6,1,9,370.051856891055,9,9
2401395,25,31,1-25-2024-031-04,4,3,9,51.4206151647524,2,9
2405480,28,171,1-28-2024-171-09,9,1,10,446.363671492895,3,9
2403210,11,92,1-11-2024-092-09,9,1,8,1483.52893742629,8,9
2401052,27,33,1-27-2024-033-04,4,1,1,50.8014521302521,3,9
2404341,27,135,1-27-2024-135-04,4,1,10,24.9101480813728,3,9
2403018,21,61,1-21-2024-061-01,1,1,1,89.2120120605323,11,9
2401936,24,47,1-24-2024-047-03,3,1,1,32.3570562743358,1,9
2402526,31,49,1-31-2024-049-04,4,1,9,222.052598299916,6,9
2405182,67,45,1-67-2024-045-08,8,1,9,85.9268951316915,7,9
2404590,11,138,1-11-2024-138-05,5,1,9,31.8812723055547,8,9
2401885,57,36,1-57-2024-036-02,2,1,10,8.84567916097239,1,9
2401295,27,41,1-27-2024-041-03,3,2,10,16.1061450800047,3,9
2400262,79,10,1-79-2024-010-06,6,1,99,146.574045627854,8,9
2402578,18,80,1-18-2024-080-03,3,1,1,98.0295171801001,6,9
2402578,18,80,1-18-2024-080-03,3,1,3,98.0295171801001,6,9
2402246,22,64,1-22-2024-064-06,6,1,7,25.2675524846257,12,9
2402839,24,77,1-24-2024-077-09,9,1,99,535.356593044099,1,9
2403265,26,95,1-26-2024-095-05,5,1,9,39.670972526611,10,9
2402269,66,51,1-66-2024-051-05,5,1,99,116.980491892491,6,9
2400277,77,7,1-77-2024-007-03,3,1,1,65.1275025618817,9,9
2406182,31,133,1-31-2024-133-10,10,1,7,419.593794787767,6,9
2402887,15,113,1-15-2024-113-03,3,1,1,15.0688068346335,1,9
2403672,18,99,1-18-2024-099-04,4,1,3,214.488758379428,6,9
2400423,77,15,1-77-2024-015-06,6,1,7,589.423606928976,9,9
2405681,19,80,1-19-2024-080-06,6,1,1,251.022651978485,9,9
2405710,11,169,1-11-2024-169-02,2,1,8,30.7614595081659,8,9
2400987,18,37,1-18-2024-037-03,3,1,8,34.6070615401308,6,9
2402438,79,52,1-79-2024-052-04,4,1,9,103.687310341295,8,9
2401651,69,30,1-69-2024-030-06,6,1,9,115.993326241037,8,9
2404307,69,98,1-69-2024-098-05,5,1,10,24.1360940214581,8,9
2401327,66,29,1-66-2024-029-02,2,1,99,107.302186022856,6,9
2402501,76,68,1-76-2024-068-04,4,1,3,139.059394351881,3,9
2401334,77,45,1-77-2024-045-05,5,1,3,90.6570748528622,9,9
2402330,17,76,1-17-2024-076-03,3,1,1,94.8735237981361,4,9
2401832,27,59,1-27-2024-059-04,4,1,3,20.2740569148603,3,9
2403798,69,81,1-69-2024-081-02,2,1,1,7.43080811052425,8,9
2401142,82,29,1-82-2024-029-04,4,1,3,204.821008822528,1,9
2403206,66,68,1-66-2024-068-03,3,1,99,99.2753873280272,6,9
2405911,12,118,1-12-2024-118-04,4,1,1,916.878937506543,9,9
2404016,21,85,1-21-2024-085-02,2,1,1,10.5328526507938,11,9
2406097,29,105,1-29-2024-105-04,4,1,2,554.415553685361,2,9
2401597,14,25,1-14-2024-025-03,3,1,9,1227.40456315265,8,9
2402759,22,81,1-22-2024-081-03,3,1,9,26.0912892801948,12,9
2400097,19,3,1-19-2024-003-03,3,1,10,130.467157753061,9,9
2403375,27,106,1-27-2024-106-04,4,1,99,125.149936409085,3,9
2403541,81,84,1-81-2024-084-09,9,1,3,1735.07853290752,8,9
2403867,66,79,1-66-2024-079-07,7,1,1,133.367571576148,6,9
2404580,24,127,1-24-2024-127-03,3,1,7,95.9250634567464,1,9
2406246,18,154,1-18-2024-154-03,3,2,9,50.1559535759686,6,9
2403469,24,97,1-24-2024-097-08,8,1,1,91.2848095767464,1,9
2402636,26,76,1-26-2024-076-03,3,1,3,255.743331484343,10,9
2402808,18,84,1-18-2024-084-03,3,1,99,90.7251439638903,6,9
2405413,57,167,1-57-2024-167-03,3,1,99,200.397476159373,1,9
2402659,81,56,1-81-2024-056-05,5,1,99,149.951440673758,8,9
2402167,48,71,1-48-2024-071-07,7,1,8,463.276379422285,12,9
2404159,73,115,1-73-2024-115-06,6,1,1,278.168320342502,3,9
2401826,76,50,1-76-2024-050-05,5,1,99,69.290638741677,3,9
2404992,22,150,1-22-2024-150-03,3,1,9,28.3765658017979,12,9
2404943,24,137,1-24-2024-137-NM2,22,1,2,103.775968566411,1,9
2400060,21,1,1-21-2024-001-03,3,1,1,54.9367577389877,11,9
2406317,59,188,1-59-2024-188-10,10,1,1,105.632024096023,6,9
2404935,19,68,1-19-2024-068-03,3,1,10,122.471944732135,9,9
2404686,48,153,1-48-2024-153-06,6,1,1,585.270846184065,12,9
2402765,27,88,1-27-2024-088-04,4,1,10,51.5876217780529,3,9
2402522,66,56,1-66-2024-056-09,9,1,1,387.906116034488,6,9
2403412,30,121,1-30-2024-121-06,6,1,3,390.778392781149,10,9
2403904,30,137,1-30-2024-137-05,5,1,10,43.4171900907947,10,9
2401199,30,40,1-30-2024-040-07,7,1,99,1198.83468004154,10,9
2402230,27,72,1-27-2024-072-03,3,1,7,39.3017294904609,3,9
2405719,28,176,1-28-2024-176-03,3,1,6,28.3089754479373,3,9
2405819,60,98,1-60-2024-098-NM1,21,1,9,43.22330010499,8,9
2401279,11,31,1-11-2024-031-02,2,1,2,30.7614595081659,8,9
2400640,25,15,1-25-2024-015-04,4,1,99,329.519302705053,2,9
2400131,27,4,1-27-2024-004-03,3,1,8,19.9655651519629,3,9
2403637,15,144,1-15-2024-144-03,3,1,1,22.7363613317347,1,9
2400686,57,14,1-57-2024-014-03,3,1,2,801.488027441767,1,9
2400686,57,14,1-57-2024-014-03,3,1,3,801.488027441767,1,9
2404075,19,53,1-19-2024-053-05,5,1,10,73.2539652773898,9,9
2402160,62,55,1-62-2024-055-04,4,2,4,1788.30992745826,7,9
2404662,77,152,1-77-2024-152-09,9,1,5,913.250279625989,9,9
2404668,73,122,1-73-2024-122-06,6,1,3,82.6022392036631,3,9
2403234,30,115,1-30-2024-115-07,7,1,1,2982.18076289127,10,9
2402547,59,79,1-59-2024-079-NM1,21,1,10,62.3822922049643,6,9
2401465,66,31,1-66-2024-031-10,10,1,1,242.389498710963,6,9
2405203,25,137,1-25-2024-137-06,6,1,7,320.093843420773,2,9
2406042,30,204,1-30-2024-204-09,9,1,8,11034.5007758715,10,9
2403680,66,77,1-66-2024-077-07,7,1,1,161.444955065863,6,9
2403975,20,103,1-20-2024-103-03,3,1,2,164.921231804765,11,9
2404762,66,94,1-66-2024-094-10,10,1,99,242.389498710963,6,9
2402590,33,43,1-33-2024-043-05,5,1,8,25.3427821602115,12,9
2400171,13,4,1-13-2024-004-06,6,1,99,2042.25670106002,7,9
2405246,31,109,1-31-2024-109-10,10,1,9,419.593794787767,6,9
2400978,54,25,1-54-2024-025-09,9,1,3,117.274582131211,9,9
2404273,81,103,1-81-2024-103-NM1,21,3,10,34.7221032435964,8,9
2401951,52,28,1-52-2024-028-10,10,1,10,9291.95853337927,12,9
2400549,59,21,1-59-2024-021-04,4,1,1,105.325659634205,6,9
2403182,48,106,1-48-2024-106-04,4,1,10,85.7677087053401,12,9
2406145,12,124,1-12-2024-124-09,9,1,8,884.878645052102,9,9
2402186,17,71,1-17-2024-071-06,6,1,1,219.648098632459,4,9
2402850,11,78,1-11-2024-078-03,3,1,9,171.808727202705,8,9
2405936,24,165,1-24-2024-165-05,5,1,2,24.2721053029394,1,9
2405481,28,172,1-28-2024-172-03,3,1,3,45.3225041425836,3,9
2403417,59,106,1-59-2024-106-01,1,1,1,59.4125100170591,6,9
2403417,59,106,1-59-2024-106-01,1,1,5,59.4125100170591,6,9
2402000,31,36,1-31-2024-036-08,8,1,1,222.937813489072,6,9
2400079,59,5,1-59-2024-005-NM2,22,1,99,326.257763636632,6,9
2404656,81,115,1-81-2024-115-05,5,1,4,97.3430466449544,8,9
2403566,67,19,1-67-2024-019-04,4,1,9,491.890041972432,7,9
2404064,73,113,1-73-2024-113-NM2,22,1,7,537.853972469241,3,9
2401359,48,46,1-48-2024-046-03,3,1,10,54.9604072040948,12,9
2404230,12,77,1-12-2024-077-03,3,1,9,164.057323491007,9,9
2403297,77,113,1-77-2024-113-04,4,1,3,367.311932666986,9,9
2404038,17,129,1-17-2024-129-09,9,1,8,359.803903640379,4,9
2406128,77,198,1-77-2024-198-03,3,1,99,193.93919154216,9,9
2406053,19,91,1-19-2024-091-05,5,1,3,49.1552833588875,9,9
2404848,27,150,1-27-2024-150-03,3,2,1,28.3860348414799,3,9
2402335,11,62,1-11-2024-062-09,9,1,1,1226.69659083428,8,9
2400414,16,13,1-16-2024-013-06,6,1,9,405.229056944154,5,9
2405418,79,103,1-79-2024-103-04,4,1,8,103.687310341295,8,9
2405169,73,132,1-73-2024-132-10,10,1,99,167.518178572804,3,9
2401433,24,35,1-24-2024-035-07,7,1,9,539.451655185704,1,9
2401445,22,41,1-22-2024-041-09,9,1,7,110.953032166063,12,9
2402713,11,74,1-11-2024-074-07,7,1,99,1887.19969222058,8,9
2402286,54,59,1-54-2024-059-07,7,1,10,248.157241541513,9,9
2402037,13,53,1-13-2024-053-02,2,1,10,28.4531500720589,7,9
2402123,28,60,1-28-2024-060-06,6,1,10,44.5186799027896,3,9
2400463,17,13,1-17-2024-013-03,3,1,1,60.1064786597745,4,9
2401645,79,35,1-79-2024-035-06,6,1,10,448.844720308613,8,9
2403411,11,99,1-11-2024-099-03,3,1,9,74.3356188554781,8,9
2400257,82,8,1-82-2024-008-06,6,1,2,194.188153888718,1,9
2405083,14,96,1-14-2024-096-05,5,1,1,76.4230415651045,8,9
2405183,77,163,1-77-2024-163-03,3,1,9,568.911465081433,9,9
2400849,79,22,1-79-2024-022-04,4,1,6,332.18965032769,8,9
2401539,69,27,1-69-2024-027-02,2,1,9,7.30201599951961,8,9
2403262,69,66,1-69-2024-066-03,3,1,7,28.3981261614182,8,9
2401639,18,60,1-18-2024-060-06,6,2,9,54.423046779444,6,9
2405993,29,104,1-29-2024-104-NM1,21,1,2,46.066249775962,2,9
2404095,57,107,1-57-2024-107-03,3,2,3,100.647927826823,1,9
2405638,60,94,1-60-2024-094-03,3,3,2,225.387841771132,8,9
2403623,17,112,1-17-2024-112-09,9,2,2,124.444730519243,4,9
2405212,27,163,1-27-2024-163-04,4,1,9,267.868711027673,3,9
2400967,77,34,1-77-2024-034-08,8,1,1,148.704229143531,9,9
2403145,15,122,1-15-2024-122-04,4,1,9,32.2934989269981,1,9
2403932,20,102,1-20-2024-102-02,2,1,1,19.9171728154044,11,9
2402813,48,90,1-48-2024-090-05,5,1,1,80.9035530796695,12,9
2405137,12,99,1-12-2024-099-06,6,1,99,452.729978581983,9,9
2405830,11,175,1-11-2024-175-07,7,1,3,874.79164024383,8,9
2403222,25,82,1-25-2024-082-03,3,1,1,218.616726516573,2,9
2401230,73,41,1-73-2024-041-06,6,2,7,83.6094135826125,3,9
2404851,27,153,1-27-2024-153-09,9,1,10,278.553110080579,3,9
2402558,73,78,1-73-2024-078-06,6,1,99,37.0946854309253,3,9
2403617,52,38,1-52-2024-038-04,4,1,9,1714.96019628022,12,9
2401702,26,44,1-26-2024-044-03,3,1,9,128.240497755438,10,9
2402535,24,69,1-24-2024-069-NM1,21,1,10,23.1726143074507,1,9
2405043,18,127,1-18-2024-127-03,3,2,8,103.062257832232,6,9
2404078,12,74,1-12-2024-074-03,3,1,7,164.057323491007,9,9
2404920,48,159,1-48-2024-159-06,6,1,10,86.4307074675267,12,9
2405003,69,119,1-69-2024-119-03,3,1,9,26.9832944416769,8,9
2404659,77,149,1-77-2024-149-01,1,1,3,96.927477716339,9,9
2404327,16,113,1-16-2024-113-NM1,21,1,1,55.2220906582399,5,9
2401765,73,54,1-73-2024-054-06,6,1,9,57.2521131397256,3,9
2400984,48,35,1-48-2024-035-04,4,1,1,179.536136506328,12,9
2403036,81,68,1-81-2024-068-05,5,1,10,46.9373959605953,8,9
2402049,12,35,1-12-2024-035-04,4,1,5,750.454252060638,9,9
2403686,12,63,1-12-2024-063-09,9,1,1,1204.16320291651,9,9
2404018,26,106,1-26-2024-106-03,3,1,8,1803.86639113949,10,9
2406342,60,107,1-60-2024-107-06,6,2,2,1187.13651431241,8,9
2406342,60,107,1-60-2024-107-06,6,2,6,1187.13651431241,8,9
2401362,48,49,1-48-2024-049-04,4,1,10,165.134842134162,12,9
2400334,77,11,1-77-2024-011-06,6,1,5,329.081744532079,9,9
2405498,21,132,1-21-2024-132-03,3,1,3,130.663052129996,11,9
2402498,27,81,1-27-2024-081-04,4,1,3,41.9395991935004,3,9
2403191,12,53,1-12-2024-053-NM2,22,1,10,279.612696685556,9,9
2400529,27,18,1-27-2024-018-06,6,1,8,47.6279948664491,3,9
2401224,81,25,1-81-2024-025-05,5,1,10,62.3562447625643,8,9
2402349,28,70,1-28-2024-070-04,4,1,10,47.851485985308,3,9
2400683,59,24,1-59-2024-024-NM1,21,1,7,62.3822922049643,6,9
2401370,19,24,1-19-2024-024-07,7,1,10,441.36432951908,9,9
2401124,73,36,1-73-2024-036-04,4,1,99,77.4663849930113,3,9
2403586,69,77,1-69-2024-077-08,8,1,1,99.4639493060289,8,9
2406242,48,204,1-48-2024-204-09,9,1,1,259.999256785636,12,9
2404582,24,129,1-24-2024-129-NM1,21,1,2,23.1726143074507,1,9
2402922,54,78,1-54-2024-078-05,5,1,3,144.976226836895,9,9
2403443,30,122,1-30-2024-122-03,3,1,99,215.06082110319,10,9
