CASEID,PSU,CASENO,CASENUMBER,CATEGORY,NMNO,TRAJCLASS,TRAJTYPE,TRAJCONF,EVIDSPEED,EVIDBRAKE,EVIDSTEERING,EVIDFRP,EVIDSTATURE,EVIDVEHPROFILE,EVIDCORNER,EVIDINITORIENT,EVIDAVOID,EVIDVIDEO,EVIDWITNESS,EVIDEXPERIMENT,EVIDSIM,EVIDOTHER,CASEWGT,PSUSTRAT,VERSION
2405730,26,128,1-26-2024-128-NM1,21,1,2,4,3,1,0,0,1,1,1,0,1,0,0,0,0,0,0,26.5232523906936,10,9
2402535,24,69,1-24-2024-069-NM1,21,1,1,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.1726143074507,1,9
2404955,16,122,1-16-2024-122-NM1,21,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.5106500164933,5,9
2404955,16,122,1-16-2024-122-NM1,21,1,2,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.5106500164933,5,9
2403389,15,132,1-15-2024-132-NM2,22,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.1774985201338,1,9
2403389,15,132,1-15-2024-132-NM2,22,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.1774985201338,1,9
2405049,30,174,1-30-2024-174-NM1,21,1,1,1,2,0,0,0,1,0,1,0,1,0,0,1,0,0,1,35.2170995864478,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,2,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35.2170995864478,10,9
2402702,20,77,1-20-2024-077-NM2,22,1,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,87.941289186377,11,9
2405444,17,180,1-17-2024-180-NM2,22,1,1,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,245.767819800364,4,9
2406091,32,158,1-32-2024-158-NM1,21,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,2,4,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,128.080968764564,7,9
2404371,22,130,1-22-2024-130-NM2,22,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24.4305122731702,12,9
2404371,22,130,1-22-2024-130-NM2,22,1,2,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4305122731702,12,9
2400581,30,18,1-30-2024-018-NM1,21,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,28.3509494483113,10,9
2402696,17,89,1-17-2024-089-NM2,22,1,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,75.2169154133713,4,9
2405745,22,175,1-22-2024-175-NM2,22,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,38.9781737548834,12,9
2405745,22,175,1-22-2024-175-NM2,22,1,2,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,38.9781737548834,12,9
2403847,81,94,1-81-2024-094-NM1,21,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6531790525059,8,9
2403847,81,94,1-81-2024-094-NM1,21,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6531790525059,8,9
2405009,30,172,1-30-2024-172-NM2,22,1,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,699.896518145871,10,9
2402210,25,53,1-25-2024-053-NM2,22,1,1,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,202.399293704263,2,9
2402210,25,53,1-25-2024-053-NM2,22,1,2,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,202.399293704263,2,9
2402161,62,56,1-62-2024-056-NM1,21,1,1,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,60.6701620601723,7,9
2402161,62,56,1-62-2024-056-NM1,21,1,2,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,60.6701620601723,7,9
2402542,16,78,1-16-2024-078-NM1,21,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.9314980825962,5,9
2402542,16,78,1-16-2024-078-NM1,21,1,2,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.9314980825962,5,9
2403157,62,84,1-62-2024-084-NM1,21,1,1,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4228553346501,7,9
2401146,20,28,1-20-2024-028-NM1,21,2,2,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,43.971490849978,11,9
2404100,20,107,1-20-2024-107-NM1,21,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2957867500321,11,9
2404100,20,107,1-20-2024-107-NM1,21,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2957867500321,11,9
2402769,21,56,1-21-2024-056-NM1,21,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.5426329002838,11,9
2404933,33,96,1-33-2024-096-NM2,22,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,151.096542186302,12,9
2404933,33,96,1-33-2024-096-NM2,22,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,151.096542186302,12,9
2402377,15,93,1-15-2024-093-NM2,22,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172.627983004139,1,9
2406213,66,121,1-66-2024-121-NM2,22,1,1,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,110.074249285118,6,9
2406213,66,121,1-66-2024-121-NM2,22,1,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110.074249285118,6,9
2401250,30,41,1-30-2024-041-NM1,21,1,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,28.3509494483113,10,9
2405495,26,125,1-26-2024-125-NM1,21,1,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26.2657713930828,10,9
2405495,26,125,1-26-2024-125-NM1,21,1,2,8,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,26.2657713930828,10,9
2402933,77,98,1-77-2024-098-NM1,21,1,1,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,113.21347390618,9,9
2402933,77,98,1-77-2024-098-NM1,21,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,113.21347390618,9,9
2403858,77,129,1-77-2024-129-NM1,21,1,2,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,113.21347390618,9,9
2402956,12,50,1-12-2024-050-NM2,22,1,1,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,639.059715073345,9,9
2402956,12,50,1-12-2024-050-NM2,22,1,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,639.059715073345,9,9
2403102,16,93,1-16-2024-093-NM2,22,1,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,346.176563309069,5,9
2405856,82,164,1-82-2024-164-NM1,21,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.753382777396,1,9
2405856,82,164,1-82-2024-164-NM1,21,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.753382777396,1,9
2400248,22,4,1-22-2024-004-NM2,22,1,1,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,105.99041920132,12,9
2404267,15,171,1-15-2024-171-NM2,22,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.5756522213656,1,9
2404267,15,171,1-15-2024-171-NM2,22,1,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5756522213656,1,9
2405595,52,55,1-52-2024-055-NM2,22,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.764846051201,12,9
2405595,52,55,1-52-2024-055-NM2,22,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.764846051201,12,9
2405263,81,135,1-81-2024-135-NM1,21,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6268312285561,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6268312285561,8,9
2401459,15,57,1-15-2024-057-NM2,22,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62.2950385720824,1,9
2406281,52,63,1-52-2024-063-NM2,22,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.7929570162416,12,9
2401715,26,45,1-26-2024-045-NM2,22,1,1,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.064613159241,10,9
2406292,22,191,1-22-2024-191-NM2,22,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,24.4305122731702,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,2,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24.4305122731702,12,9
2400825,10,13,1-10-2024-013-NM1,21,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.5767032793963,4,9
2400831,77,28,1-77-2024-028-NM2,22,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330.223105550016,9,9
2402995,27,96,1-27-2024-096-NM2,22,1,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45.5428338265018,3,9
2402153,81,44,1-81-2024-044-NM2,22,1,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2513.96756463306,8,9
2400825,10,13,1-10-2024-013-NM1,21,1,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.5767032793963,4,9
2402502,32,90,1-32-2024-090-NM1,21,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.533614820255,7,9
2402502,32,90,1-32-2024-090-NM1,21,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.533614820255,7,9
2405007,30,171,1-30-2024-171-NM2,22,1,1,7,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,699.896518115335,10,9
2405843,11,178,1-11-2024-178-NM2,22,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.256664296033,8,9
2405156,10,100,1-10-2024-100-NM1,21,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3806248143146,4,9
2405648,14,114,1-14-2024-114-NM1,21,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.7759087557985,8,9
2405648,14,114,1-14-2024-114-NM1,21,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.7759087557985,8,9
2400052,27,1,1-27-2024-001-NM1,21,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,2,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,2,2,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,2,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.5862279366663,3,9
2404463,14,82,1-14-2024-082-NM2,22,1,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,398.655902879135,8,9
2405886,57,185,1-57-2024-185-NM2,22,1,1,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,382.264183805407,1,9
2400619,16,21,1-16-2024-021-NM1,21,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,61.8147074429554,5,9
2400619,16,21,1-16-2024-021-NM1,21,1,2,4,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,61.8147074429554,5,9
2400693,77,22,1-77-2024-022-NM2,22,1,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,426.24158292944,9,9
2400693,77,22,1-77-2024-022-NM2,22,1,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,426.24158292944,9,9
2403275,20,88,1-20-2024-088-NM2,22,1,1,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,204.607683671141,11,9
2403275,20,88,1-20-2024-088-NM2,22,1,2,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,204.607683671141,11,9
2402975,24,81,1-24-2024-081-NM2,22,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,262.129476205265,1,9
2402975,24,81,1-24-2024-081-NM2,22,1,2,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,262.129476205265,1,9
2402620,31,52,1-31-2024-052-NM2,22,1,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,197.377933176122,6,9
2402620,31,52,1-31-2024-052-NM2,22,1,2,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,197.377933176122,6,9
2402571,32,94,1-32-2024-094-NM1,21,1,1,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,27.5926066558606,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,73.4062485290255,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,2,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,73.4062485290255,7,9
2403106,32,110,1-32-2024-110-NM1,21,1,1,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3988337354055,7,9
2405276,77,169,1-77-2024-169-NM1,21,3,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,3,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,4,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,4,2,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,1,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,2,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113.21347390618,9,9
2404586,25,121,1-25-2024-121-NM2,22,1,1,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,117.391789482128,2,9
2400662,26,13,1-26-2024-013-NM2,22,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1176.30815772609,10,9
2400662,26,13,1-26-2024-013-NM2,22,1,2,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1176.30815772609,10,9
2402379,26,68,1-26-2024-068-NM2,22,1,1,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,401.065954850307,10,9
2402379,26,68,1-26-2024-068-NM2,22,1,2,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,401.065954850307,10,9
2404051,59,121,1-59-2024-121-NM2,22,1,1,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,778.982106600467,6,9
2404051,59,121,1-59-2024-121-NM2,22,1,2,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,778.982106600467,6,9
2405972,21,146,1-21-2024-146-NM1,21,1,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9.08918343004306,11,9
2404045,81,98,1-81-2024-098-NM1,21,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.6147978501919,8,9
2401489,59,49,1-59-2024-049-NM2,22,1,1,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.869992801552,6,9
2404592,11,140,1-11-2024-140-NM1,21,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.1071357763572,8,9
2405574,16,126,1-16-2024-126-NM1,21,1,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,2,5,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,196.102077456907,5,9
2404902,57,145,1-57-2024-145-NM2,22,1,1,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,184.840196410829,1,9
2404902,57,145,1-57-2024-145-NM2,22,1,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,184.840196410829,1,9
2405234,26,120,1-26-2024-120-NM2,22,1,1,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2513.96756463306,10,9
2400611,24,13,1-24-2024-013-NM2,22,1,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,147.143075961834,1,9
2400611,24,13,1-24-2024-013-NM2,22,1,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,147.143075961834,1,9
2401793,20,53,1-20-2024-053-NM2,22,1,1,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,172.732860679058,11,9
2401793,20,53,1-20-2024-053-NM2,22,1,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172.732860679058,11,9
2406207,22,188,1-22-2024-188-NM2,22,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,24.4305122731702,12,9
2400820,81,20,1-81-2024-020-NM1,21,1,1,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,2,1,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29.8109810103183,8,9
2400820,81,20,1-81-2024-020-NM1,21,2,2,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,29.8109810103183,8,9
2402148,59,67,1-59-2024-067-NM1,21,1,1,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.3822922049643,6,9
2405729,82,163,1-82-2024-163-NM2,22,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2077.73112331519,1,9
2405729,82,163,1-82-2024-163-NM2,22,1,2,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2077.73112331519,1,9
2404163,25,113,1-25-2024-113-NM2,22,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.706177804094,2,9
2405042,18,126,1-18-2024-126-NM2,22,1,1,7,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,352.555780341459,6,9
2405042,18,126,1-18-2024-126-NM2,22,1,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,352.555780341459,6,9
2406376,20,151,1-20-2024-151-NM2,22,1,1,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1093.0659222961,11,9
2406376,20,151,1-20-2024-151-NM2,22,1,2,3,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1093.0659222961,11,9
2400448,82,13,1-82-2024-013-NM2,22,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.535062825824,1,9
2400448,82,13,1-82-2024-013-NM2,22,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.535062825824,1,9
2406347,32,163,1-32-2024-163-NM1,21,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,47.5537279263516,7,9
2406347,32,163,1-32-2024-163-NM1,21,1,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.5537279263516,7,9
2405560,57,173,1-57-2024-173-NM2,22,1,1,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.164473508738,1,9
2403628,26,103,1-26-2024-103-NM2,22,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,471.653968173224,10,9
2405111,15,197,1-15-2024-197-NM2,22,1,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,69.3276767334112,1,9
2405111,15,197,1-15-2024-197-NM2,22,1,2,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,69.3276767334112,1,9
2404029,82,106,1-82-2024-106-NM2,22,1,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,313.918669121444,1,9
2404029,82,106,1-82-2024-106-NM2,22,1,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,313.918669121444,1,9
2405998,20,141,1-20-2024-141-NM1,21,1,1,3,2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,35.0220589332575,11,9
2405998,20,141,1-20-2024-141-NM1,21,1,2,4,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,35.0220589332575,11,9
2400488,57,9,1-57-2024-009-NM1,21,1,1,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15.1868109907281,1,9
2400488,57,9,1-57-2024-009-NM1,21,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.1868109907281,1,9
2404816,30,163,1-30-2024-163-NM2,22,1,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,814.767720332015,10,9
2402841,24,79,1-24-2024-079-NM1,21,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,23.1726143074507,1,9
2404169,16,111,1-16-2024-111-NM2,22,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.20495381158,5,9
2401862,30,62,1-30-2024-062-NM2,22,1,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,511.59271785067,10,9
2401862,30,62,1-30-2024-062-NM2,22,1,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,511.59271785067,10,9
2405105,27,160,1-27-2024-160-NM2,22,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,35.0197990149152,3,9
2405105,27,160,1-27-2024-160-NM2,22,1,2,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,35.0197990149152,3,9
2402254,26,62,1-26-2024-062-NM1,21,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.7030205312635,10,9
2403877,17,122,1-17-2024-122-NM2,22,1,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97.286021862156,4,9
2403877,17,122,1-17-2024-122-NM2,22,1,2,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.286021862156,4,9
2401902,73,58,1-73-2024-058-NM1,21,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.5788324725448,3,9
2404607,26,111,1-26-2024-111-NM1,21,1,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,76.6867213232,10,9
2404607,26,111,1-26-2024-111-NM1,21,1,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.6867213232,10,9
2402260,26,63,1-26-2024-063-NM2,22,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,962.578555188656,10,9
2402260,26,63,1-26-2024-063-NM2,22,1,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,962.578555188656,10,9
2402543,25,60,1-25-2024-060-NM1,21,1,1,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,46.3961698932894,2,9
2402289,81,47,1-81-2024-047-NM1,21,1,1,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4851567966787,8,9
2405120,22,154,1-22-2024-154-NM2,22,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64.1408737687855,12,9
2405120,22,154,1-22-2024-154-NM2,22,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.1408737687855,12,9
2406202,26,134,1-26-2024-134-NM1,21,1,1,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,112.32218986867,10,9
2406202,26,134,1-26-2024-134-NM1,21,2,1,6,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,112.32218986867,10,9
2404327,16,113,1-16-2024-113-NM1,21,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.2220906582399,5,9
2404327,16,113,1-16-2024-113-NM1,21,1,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.2220906582399,5,9
2400048,60,1,1-60-2024-001-NM2,22,1,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,157.912873387776,8,9
2406239,57,194,1-57-2024-194-NM1,21,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19.2604769426058,1,9
2406239,57,194,1-57-2024-194-NM1,21,1,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19.2604769426058,1,9
2400683,59,24,1-59-2024-024-NM1,21,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,62.3822922049643,6,9
2400683,59,24,1-59-2024-024-NM1,21,1,2,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,62.3822922049643,6,9
2403191,12,53,1-12-2024-053-NM2,22,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279.612696685556,9,9
2403191,12,53,1-12-2024-053-NM2,22,1,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279.612696685556,9,9
2404711,25,125,1-25-2024-125-NM1,21,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,55.4169403670828,2,9
2404711,25,125,1-25-2024-125-NM1,21,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4169403670828,2,9
2400729,32,21,1-32-2024-021-NM1,21,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.924164677076,7,9
2400729,32,21,1-32-2024-021-NM1,21,1,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.924164677076,7,9
2405106,27,161,1-27-2024-161-NM2,22,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0197990231484,3,9
2405352,29,89,1-29-2024-089-NM1,21,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.5008426016573,2,9
2405352,29,89,1-29-2024-089-NM1,21,1,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.5008426016573,2,9
2401665,24,37,1-24-2024-037-NM2,22,1,1,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,87.1884768897586,1,9
2401665,24,37,1-24-2024-037-NM2,22,1,2,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,87.1884768897586,1,9
2402661,10,39,1-10-2024-039-NM2,22,1,1,99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,340.440602144735,4,9
2404084,69,91,1-69-2024-091-NM2,22,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98.6054556454264,8,9
2404084,69,91,1-69-2024-091-NM2,22,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.6054556454264,8,9
2404582,24,129,1-24-2024-129-NM1,21,1,1,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,23.1726143074507,1,9
