CASEID,PSU,CASENO,CASENUMBER,CATEGORY,NMNO,CONFLICTNO,EVENTNO,VEHNO,CONFPLANE,CASEWGT,PSUSTRAT,VERSION
2405009,30,172,1-30-2024-172-NM2,22,1,1,1,1,1,699.896518145871,10,9
2405009,30,172,1-30-2024-172-NM2,22,1,2,1,1,10,699.896518145871,10,9
2405074,16,123,1-16-2024-123-NM1,21,1,1,2,2,2,43.3211199928482,5,9
2405074,16,123,1-16-2024-123-NM1,21,1,2,2,2,10,43.3211199928482,5,9
2405120,22,154,1-22-2024-154-NM2,22,1,1,1,1,1,64.1408737687855,12,9
2405120,22,154,1-22-2024-154-NM2,22,1,2,1,1,10,64.1408737687855,12,9
2405121,22,155,1-22-2024-155-NM2,22,1,1,1,1,3,64.1408737687855,12,9
2405354,29,91,1-29-2024-091-NM2,22,1,1,1,1,3,400.603383200049,2,9
2405354,29,91,1-29-2024-091-NM2,22,2,1,2,1,3,400.603383200049,2,9
2405354,29,91,1-29-2024-091-NM2,22,1,2,1,1,10,400.603383200049,2,9
2405354,29,91,1-29-2024-091-NM2,22,2,2,2,1,10,400.603383200049,2,9
2405394,10,107,1-10-2024-107-NM1,21,1,1,1,1,1,36.1764362071444,4,9
2405394,10,107,1-10-2024-107-NM1,21,1,2,1,1,5,36.1764362071444,4,9
2405394,10,107,1-10-2024-107-NM1,21,1,3,1,1,6,36.1764362071444,4,9
2405394,10,107,1-10-2024-107-NM1,21,1,4,1,1,10,36.1764362071444,4,9
2405106,27,161,1-27-2024-161-NM2,22,1,1,1,1,2,35.0197990231484,3,9
2405106,27,161,1-27-2024-161-NM2,22,1,2,1,1,10,35.0197990231484,3,9
2405121,22,155,1-22-2024-155-NM2,22,1,2,1,1,10,64.1408737687855,12,9
2405276,77,169,1-77-2024-169-NM1,21,1,1,1,1,1,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,2,1,2,1,1,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,2,2,2,1,10,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,3,1,3,1,10,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,4,1,4,1,1,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,4,2,4,1,5,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,4,3,4,1,3,113.21347390618,9,9
2403157,62,84,1-62-2024-084-NM1,21,1,1,1,1,1,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,2,1,1,5,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,1,3,1,1,10,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,2,1,2,1,1,50.4228553346501,7,9
2403963,18,109,1-18-2024-109-NM2,22,1,1,1,1,1,178.115957125676,6,9
2403963,18,109,1-18-2024-109-NM2,22,1,2,1,1,10,178.115957125676,6,9
2402692,69,50,1-69-2024-050-NM1,21,1,1,1,1,1,7.66811372485411,8,9
2402692,69,50,1-69-2024-050-NM1,21,1,2,1,1,5,7.66811372485411,8,9
2402420,48,79,1-48-2024-079-NM1,21,1,3,2,1,7,85.8427679861707,12,9
2402989,32,104,1-32-2024-104-NM1,21,1,1,2,1,7,11.6164138708606,7,9
2402989,32,104,1-32-2024-104-NM1,21,1,2,2,1,1,11.6164138708606,7,9
2402989,32,104,1-32-2024-104-NM1,21,1,3,2,1,5,11.6164138708606,7,9
2402989,32,104,1-32-2024-104-NM1,21,1,4,2,1,3,11.6164138708606,7,9
2402989,32,104,1-32-2024-104-NM1,21,1,5,2,1,10,11.6164138708606,7,9
2403177,13,71,1-13-2024-071-NM1,21,1,1,1,1,1,64.2373320511644,7,9
2403177,13,71,1-13-2024-071-NM1,21,1,2,1,1,6,64.2373320511644,7,9
2403177,13,71,1-13-2024-071-NM1,21,1,3,1,1,2,64.2373320511644,7,9
2403177,13,71,1-13-2024-071-NM1,21,1,4,1,1,10,64.2373320511644,7,9
2401724,22,52,1-22-2024-052-NM2,22,1,1,1,1,1,30.6635507189318,12,9
2401724,22,52,1-22-2024-052-NM2,22,1,2,1,1,7,30.6635507189318,12,9
2401724,22,52,1-22-2024-052-NM2,22,1,3,1,1,10,30.6635507189318,12,9
2403193,30,111,1-30-2024-111-NM1,21,1,1,2,2,1,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,1,2,2,2,5,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,1,3,2,2,6,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,1,4,2,2,3,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,1,5,2,2,7,39.9148366584821,10,9
2403193,30,111,1-30-2024-111-NM1,21,1,6,2,2,10,39.9148366584821,10,9
2403346,24,92,1-24-2024-092-NM1,21,1,1,1,1,1,23.1726143074507,1,9
2403346,24,92,1-24-2024-092-NM1,21,1,2,1,1,5,23.1726143074507,1,9
2403346,24,92,1-24-2024-092-NM1,21,1,3,1,1,10,23.1726143074507,1,9
2403440,57,82,1-57-2024-082-NM1,21,1,1,1,1,1,13.7201676622522,1,9
2403440,57,82,1-57-2024-082-NM1,21,1,2,1,1,3,13.7201676622522,1,9
2403440,57,82,1-57-2024-082-NM1,21,1,3,1,1,5,13.7201676622522,1,9
2403440,57,82,1-57-2024-082-NM1,21,1,4,1,1,10,13.7201676622522,1,9
2403754,21,79,1-21-2024-079-NM1,21,1,1,1,1,1,15.3205421761938,11,9
2403754,21,79,1-21-2024-079-NM1,21,1,2,1,1,5,15.3205421761938,11,9
2403754,21,79,1-21-2024-079-NM1,21,1,3,1,1,3,15.3205421761938,11,9
2403754,21,79,1-21-2024-079-NM1,21,1,4,1,1,7,15.3205421761938,11,9
2403754,21,79,1-21-2024-079-NM1,21,1,5,1,1,10,15.3205421761938,11,9
2402304,30,78,1-30-2024-078-NM1,21,1,4,1,1,10,42.5560416047343,10,9
2403886,24,109,1-24-2024-109-NM1,21,1,1,2,2,1,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,1,2,2,2,5,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,1,3,2,2,7,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,1,4,2,2,10,23.1726143074507,1,9
2400618,16,20,1-16-2024-020-NM1,21,1,1,1,2,1,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,2,1,2,5,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,3,1,2,6,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,4,1,2,2,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,1,5,1,2,10,19.3635256654646,5,9
2404586,25,121,1-25-2024-121-NM2,22,1,1,1,1,4,117.391789482128,2,9
2404586,25,121,1-25-2024-121-NM2,22,1,2,1,1,6,117.391789482128,2,9
2404586,25,121,1-25-2024-121-NM2,22,1,3,1,1,10,117.391789482128,2,9
2403849,62,106,1-62-2024-106-NM1,21,1,1,2,1,1,41.0383325582026,7,9
2403849,62,106,1-62-2024-106-NM1,21,1,2,2,1,5,41.0383325582026,7,9
2403849,62,106,1-62-2024-106-NM1,21,1,3,2,1,6,41.0383325582026,7,9
2403849,62,106,1-62-2024-106-NM1,21,1,4,2,1,10,41.0383325582026,7,9
2403998,25,103,1-25-2024-103-NM1,21,1,1,2,1,1,55.4169403670828,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,2,2,1,5,55.4169403670828,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,3,2,1,2,55.4169403670828,2,9
2403998,25,103,1-25-2024-103-NM1,21,1,4,2,1,7,55.4169403670828,2,9
2403500,32,122,1-32-2024-122-NM1,21,1,1,1,1,1,14.4199310356771,7,9
2403500,32,122,1-32-2024-122-NM1,21,1,2,1,1,10,14.4199310356771,7,9
2401750,57,33,1-57-2024-033-NM1,21,1,3,1,1,2,38.5305215581579,1,9
2404012,32,127,1-32-2024-127-NM1,21,1,1,1,1,1,81.1432128652192,7,9
2404012,32,127,1-32-2024-127-NM1,21,1,2,1,1,5,81.1432128652192,7,9
2404012,32,127,1-32-2024-127-NM1,21,1,3,1,1,7,81.1432128652192,7,9
2404012,32,127,1-32-2024-127-NM1,21,1,4,1,1,10,81.1432128652192,7,9
2401339,59,43,1-59-2024-043-NM2,22,1,1,1,1,2,260.431399312795,6,9
2404658,81,117,1-81-2024-117-NM1,21,1,1,2,2,2,26.5893987350207,8,9
2404658,81,117,1-81-2024-117-NM1,21,1,2,2,2,4,26.5893987350207,8,9
2404658,81,117,1-81-2024-117-NM1,21,1,3,2,2,10,26.5893987350207,8,9
2404927,54,110,1-54-2024-110-NM1,21,1,1,2,1,3,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,1,2,3,2,2,158.05614243884,9,9
2404927,54,110,1-54-2024-110-NM1,21,1,3,3,2,10,158.05614243884,9,9
2405993,29,104,1-29-2024-104-NM1,21,1,1,1,1,1,46.066249775962,2,9
2405993,29,104,1-29-2024-104-NM1,21,1,2,1,1,10,46.066249775962,2,9
2404767,81,119,1-81-2024-119-NM1,21,1,1,3,1,1,47.7030665360098,8,9
2404767,81,119,1-81-2024-119-NM1,21,1,2,3,1,5,47.7030665360098,8,9
2404767,81,119,1-81-2024-119-NM1,21,1,3,3,1,6,47.7030665360098,8,9
2400048,60,1,1-60-2024-001-NM2,22,1,2,1,1,10,157.912873387776,8,9
2405745,22,175,1-22-2024-175-NM2,22,1,2,1,1,10,38.9781737548834,12,9
2405234,26,120,1-26-2024-120-NM2,22,1,1,1,1,3,2513.96756463306,10,9
2405266,59,155,1-59-2024-155-NM2,22,1,1,1,1,2,265.224171982023,6,9
2405266,59,155,1-59-2024-155-NM2,22,1,2,1,1,10,265.224171982023,6,9
2405355,67,48,1-67-2024-048-NM2,22,1,1,1,1,1,466.844383438263,7,9
2405355,67,48,1-67-2024-048-NM2,22,1,2,1,1,5,466.844383438263,7,9
2405355,67,48,1-67-2024-048-NM2,22,1,3,1,1,6,466.844383438263,7,9
2405242,17,171,1-17-2024-171-NM2,22,1,1,1,1,1,85.8489914277837,4,9
2405242,17,171,1-17-2024-171-NM2,22,1,2,1,1,10,85.8489914277837,4,9
2405303,30,179,1-30-2024-179-NM2,22,1,1,1,1,1,503.501583789456,10,9
2405234,26,120,1-26-2024-120-NM2,22,1,2,1,1,10,2513.96756463306,10,9
2405167,57,157,1-57-2024-157-NM1,21,1,1,1,1,1,19.2604769426058,1,9
2405167,57,157,1-57-2024-157-NM1,21,1,2,1,1,5,19.2604769426058,1,9
2405167,57,157,1-57-2024-157-NM1,21,1,3,1,1,6,19.2604769426058,1,9
2405167,57,157,1-57-2024-157-NM1,21,1,4,1,1,10,19.2604769426058,1,9
2404463,14,82,1-14-2024-082-NM2,22,1,5,1,1,10,398.655902879135,8,9
2405560,57,173,1-57-2024-173-NM2,22,1,1,1,1,1,166.164473508738,1,9
2405560,57,173,1-57-2024-173-NM2,22,1,2,1,1,10,166.164473508738,1,9
2405228,82,149,1-82-2024-149-NM2,22,1,1,1,1,10,530.041651146454,1,9
2405134,81,130,1-81-2024-130-NM1,21,1,2,1,1,7,32.358742659987,8,9
2405134,81,130,1-81-2024-130-NM1,21,1,3,1,1,10,32.358742659987,8,9
2405134,81,130,1-81-2024-130-NM1,21,1,1,1,1,3,32.358742659987,8,9
2405338,27,166,1-27-2024-166-NM1,21,1,2,1,1,5,21.5359551258335,3,9
2405338,27,166,1-27-2024-166-NM1,21,1,3,1,1,6,21.5359551258335,3,9
2405338,27,166,1-27-2024-166-NM1,21,1,4,1,1,10,21.5359551258335,3,9
2406207,22,188,1-22-2024-188-NM2,22,1,1,1,1,1,24.4305122731702,12,9
2406207,22,188,1-22-2024-188-NM2,22,1,2,1,1,10,24.4305122731702,12,9
2405348,15,204,1-15-2024-204-NM2,22,1,1,1,1,1,95.8031442610112,1,9
2405348,15,204,1-15-2024-204-NM2,22,1,2,1,1,10,95.8031442610112,1,9
2405303,30,179,1-30-2024-179-NM2,22,1,2,1,1,10,503.501583789456,10,9
2404706,11,142,1-11-2024-142-NM1,21,1,6,1,1,10,37.1071357763572,8,9
2402307,30,81,1-30-2024-081-NM1,21,1,3,1,1,2,70.0679338170937,10,9
2405495,26,125,1-26-2024-125-NM1,21,1,1,1,1,1,26.2657713930828,10,9
2405338,27,166,1-27-2024-166-NM1,21,1,1,1,1,1,21.5359551258335,3,9
2405316,24,148,1-24-2024-148-NM1,21,1,1,1,1,3,23.1726143074507,1,9
2405316,24,148,1-24-2024-148-NM1,21,1,2,1,1,10,23.1726143074507,1,9
2405570,25,151,1-25-2024-151-NM2,22,1,1,1,1,1,362.735522403193,2,9
2405570,25,151,1-25-2024-151-NM2,22,1,2,1,1,10,362.735522403193,2,9
2406219,15,242,1-15-2024-242-NM2,22,1,1,1,1,1,30.3797729398406,1,9
2406219,15,242,1-15-2024-242-NM2,22,1,2,1,1,10,30.3797729398406,1,9
2405353,29,90,1-29-2024-090-NM2,22,1,1,1,1,1,400.603383200049,2,9
2401339,59,43,1-59-2024-043-NM2,22,1,2,1,1,10,260.431399312795,6,9
2404029,82,106,1-82-2024-106-NM2,22,1,1,1,1,1,313.918669121444,1,9
2404029,82,106,1-82-2024-106-NM2,22,1,2,1,1,7,313.918669121444,1,9
2404029,82,106,1-82-2024-106-NM2,22,1,3,1,1,10,313.918669121444,1,9
2401487,59,47,1-59-2024-047-NM2,22,1,1,1,1,1,122.869992801552,6,9
2401487,59,47,1-59-2024-047-NM2,22,1,2,1,1,10,122.869992801552,6,9
2401718,21,32,1-21-2024-032-NM2,22,1,1,1,1,3,2513.96756463306,11,9
2401718,21,32,1-21-2024-032-NM2,22,1,2,1,1,10,2513.96756463306,11,9
2401715,26,45,1-26-2024-045-NM2,22,1,1,1,1,1,339.064613159241,10,9
2401715,26,45,1-26-2024-045-NM2,22,1,2,1,1,10,339.064613159241,10,9
2404053,10,70,1-10-2024-070-NM1,21,1,1,1,1,1,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,2,1,1,5,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,3,1,1,6,31.3806248143146,4,9
2404053,10,70,1-10-2024-070-NM1,21,1,4,1,1,10,31.3806248143146,4,9
2403218,16,96,1-16-2024-096-NM1,21,1,3,2,1,10,19.3635256654646,5,9
2401788,69,33,1-69-2024-033-NM1,21,1,2,1,1,5,7.66811372485411,8,9
2401788,69,33,1-69-2024-033-NM1,21,1,4,1,1,3,7.66811372485411,8,9
2401615,59,51,1-59-2024-051-NM2,22,1,1,1,1,1,173.711917950995,6,9
2401615,59,51,1-59-2024-051-NM2,22,1,2,1,1,10,173.711917950995,6,9
2404141,15,165,1-15-2024-165-NM2,22,1,1,1,1,1,26.3765495168134,1,9
2404141,15,165,1-15-2024-165-NM2,22,1,3,1,1,10,26.3765495168134,1,9
2404141,15,165,1-15-2024-165-NM2,22,1,2,1,1,7,26.3765495168134,1,9
2404100,20,107,1-20-2024-107-NM1,21,1,1,1,1,1,44.2957867500321,11,9
2404100,20,107,1-20-2024-107-NM1,21,1,2,1,1,5,44.2957867500321,11,9
2404100,20,107,1-20-2024-107-NM1,21,1,3,1,1,6,44.2957867500321,11,9
2404100,20,107,1-20-2024-107-NM1,21,1,5,2,2,10,44.2957867500321,11,9
2404100,20,107,1-20-2024-107-NM1,21,1,4,2,2,2,44.2957867500321,11,9
2406213,66,121,1-66-2024-121-NM2,22,1,2,1,1,10,110.074249285118,6,9
2405953,27,183,1-27-2024-183-NM2,22,1,1,1,1,1,130.19869272293,3,9
2406323,14,132,1-14-2024-132-NM2,22,1,1,1,1,3,464.271661627575,8,9
2406323,14,132,1-14-2024-132-NM2,22,1,2,1,1,10,464.271661627575,8,9
2405961,32,156,1-32-2024-156-NM1,21,1,1,1,1,1,64.9248984713776,7,9
2405961,32,156,1-32-2024-156-NM1,21,1,2,1,1,10,64.9248984713776,7,9
2405987,15,233,1-15-2024-233-NM2,22,1,1,1,1,1,32.4789185953742,1,9
2405987,15,233,1-15-2024-233-NM2,22,1,2,1,1,10,32.4789185953742,1,9
2406213,66,121,1-66-2024-121-NM2,22,1,1,1,1,1,110.074249285118,6,9
2406368,20,150,1-20-2024-150-NM2,22,1,1,1,1,1,450.978616278898,11,9
2406352,26,138,1-26-2024-138-NM1,21,1,1,1,1,1,89.692806404866,10,9
2406352,26,138,1-26-2024-138-NM1,21,1,2,1,1,6,89.692806404866,10,9
2406352,26,138,1-26-2024-138-NM1,21,1,3,1,1,3,89.692806404866,10,9
2406352,26,138,1-26-2024-138-NM1,21,1,4,1,1,10,89.692806404866,10,9
2406259,30,213,1-30-2024-213-NM1,21,1,1,1,1,1,70.0679338170937,10,9
2406259,30,213,1-30-2024-213-NM1,21,1,2,1,1,5,70.0679338170937,10,9
2406259,30,213,1-30-2024-213-NM1,21,1,3,1,1,10,70.0679338170937,10,9
2405574,16,126,1-16-2024-126-NM1,21,1,1,1,1,1,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,2,1,1,5,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,3,1,1,6,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,4,1,1,10,196.102077456907,5,9
2406292,22,191,1-22-2024-191-NM2,22,1,1,1,1,1,24.4305122731702,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,2,1,1,5,24.4305122731702,12,9
2406292,22,191,1-22-2024-191-NM2,22,1,3,1,1,10,24.4305122731702,12,9
2406347,32,163,1-32-2024-163-NM1,21,1,1,1,1,5,47.5537279263516,7,9
2406347,32,163,1-32-2024-163-NM1,21,1,2,1,1,10,47.5537279263516,7,9
2400619,16,21,1-16-2024-021-NM1,21,1,2,1,1,5,61.8147074429554,5,9
2400619,16,21,1-16-2024-021-NM1,21,1,3,1,1,10,61.8147074429554,5,9
2406213,66,121,1-66-2024-121-NM2,22,1,3,1,1,3,110.074249285118,6,9
2406389,29,113,1-29-2024-113-NM1,21,1,1,1,1,1,107.444469820023,2,9
2406389,29,113,1-29-2024-113-NM1,21,1,2,1,1,5,107.444469820023,2,9
2406389,29,113,1-29-2024-113-NM1,21,1,3,1,1,6,107.444469820023,2,9
2406389,29,113,1-29-2024-113-NM1,21,1,4,1,1,10,107.444469820023,2,9
2406219,15,242,1-15-2024-242-NM2,22,1,3,1,1,2,30.3797729398406,1,9
2406202,26,134,1-26-2024-134-NM1,21,1,2,2,2,10,112.32218986867,10,9
2406376,20,151,1-20-2024-151-NM2,22,1,1,1,1,1,1093.0659222961,11,9
2406376,20,151,1-20-2024-151-NM2,22,1,2,1,1,6,1093.0659222961,11,9
2406376,20,151,1-20-2024-151-NM2,22,1,3,1,1,3,1093.0659222961,11,9
2406376,20,151,1-20-2024-151-NM2,22,1,4,1,1,10,1093.0659222961,11,9
2406373,10,131,1-10-2024-131-NM2,22,1,1,1,1,1,47.9403529530355,4,9
2405454,11,165,1-11-2024-165-NM1,21,1,3,1,1,6,37.1071357763572,8,9
2406347,32,163,1-32-2024-163-NM1,21,1,3,1,1,1,47.5537279263516,7,9
2405715,76,166,1-76-2024-166-NM1,21,1,1,4,2,7,85.5567201400254,3,9
2405715,76,166,1-76-2024-166-NM1,21,1,2,4,2,10,85.5567201400254,3,9
2403106,32,110,1-32-2024-110-NM1,21,1,1,1,1,10,25.3988337354055,7,9
2403157,62,84,1-62-2024-084-NM1,21,2,2,2,1,5,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,2,3,2,1,2,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,2,4,2,1,6,50.4228553346501,7,9
2403157,62,84,1-62-2024-084-NM1,21,2,5,2,1,10,50.4228553346501,7,9
2405355,67,48,1-67-2024-048-NM2,22,1,4,1,1,10,466.844383438263,7,9
2402692,69,50,1-69-2024-050-NM1,21,1,3,1,1,10,7.66811372485411,8,9
2406132,10,129,1-10-2024-129-NM1,21,1,2,1,1,10,31.3806248143146,4,9
2400050,69,1,1-69-2024-001-NM1,21,1,1,1,1,2,7.66811372485411,8,9
2400488,57,9,1-57-2024-009-NM1,21,1,1,1,1,1,15.1868109907281,1,9
2400048,60,1,1-60-2024-001-NM2,22,1,1,1,1,7,157.912873387776,8,9
2400619,16,21,1-16-2024-021-NM1,21,1,1,1,1,1,61.8147074429554,5,9
2400846,82,22,1-82-2024-022-NM2,22,1,1,1,1,1,774.715121583303,1,9
2400112,28,2,1-28-2024-002-NM2,22,1,1,1,1,1,55.8454658150129,3,9
2400248,22,4,1-22-2024-004-NM2,22,1,1,1,1,1,105.99041920132,12,9
2400677,11,17,1-11-2024-017-NM1,21,1,1,1,1,1,37.1071357763572,8,9
2400518,26,10,1-26-2024-010-NM2,22,1,1,1,1,1,585.861766834301,10,9
2400052,27,1,1-27-2024-001-NM1,21,1,1,1,1,1,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,1,2,1,1,5,20.5862279366663,3,9
2401042,52,13,1-52-2024-013-NM1,21,1,1,1,1,1,20.9023614233441,12,9
2400052,27,1,1-27-2024-001-NM1,21,2,1,2,1,1,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,2,2,2,1,5,20.5862279366663,3,9
2400693,77,22,1-77-2024-022-NM2,22,1,1,1,1,1,426.24158292944,9,9
2400693,77,22,1-77-2024-022-NM2,22,1,2,1,1,5,426.24158292944,9,9
2400079,59,5,1-59-2024-005-NM2,22,1,1,1,1,1,326.257763636632,6,9
2400079,59,5,1-59-2024-005-NM2,22,1,2,1,1,10,326.257763636632,6,9
2400684,59,25,1-59-2024-025-NM2,22,1,1,1,1,1,264.2527724963,6,9
2400684,59,25,1-59-2024-025-NM2,22,1,2,1,1,10,264.2527724963,6,9
2400447,67,5,1-67-2024-005-NM2,22,1,1,1,1,1,483.798087598719,7,9
2400447,67,5,1-67-2024-005-NM2,22,1,2,1,1,10,483.798087598719,7,9
2400630,69,11,1-69-2024-011-NM1,21,1,1,1,1,1,7.66811372485411,8,9
2400248,22,4,1-22-2024-004-NM2,22,1,2,1,1,10,105.99041920132,12,9
2401286,52,17,1-52-2024-017-NM2,22,1,1,1,1,4,35.2372312111538,12,9
2400488,57,9,1-57-2024-009-NM1,21,1,2,1,1,10,15.1868109907281,1,9
2400625,60,9,1-60-2024-009-NM1,21,1,1,1,1,1,140.53984277194,8,9
2400625,60,9,1-60-2024-009-NM1,21,1,3,1,1,6,140.53984277194,8,9
2400630,69,11,1-69-2024-011-NM1,21,1,2,1,1,5,7.66811372485411,8,9
2400630,69,11,1-69-2024-011-NM1,21,1,3,1,1,10,7.66811372485411,8,9
2400630,69,11,1-69-2024-011-NM1,21,1,4,1,1,6,7.66811372485411,8,9
2400096,30,2,1-30-2024-002-NM1,21,1,1,1,1,1,33.6409129061174,10,9
2400112,28,2,1-28-2024-002-NM2,22,1,2,1,1,10,55.8454658150129,3,9
2400050,69,1,1-69-2024-001-NM1,21,1,2,1,1,10,7.66811372485411,8,9
2400678,11,18,1-11-2024-018-NM1,21,1,1,1,1,1,37.1071357763572,8,9
2400514,15,18,1-15-2024-018-NM2,22,1,1,1,1,1,48.0070740321826,1,9
2400678,11,18,1-11-2024-018-NM1,21,1,2,1,1,5,37.1071357763572,8,9
2400678,11,18,1-11-2024-018-NM1,21,1,3,1,1,10,37.1071357763572,8,9
2400652,22,18,1-22-2024-018-NM2,22,1,1,1,1,1,29.4805146666259,12,9
2400730,32,22,1-32-2024-022-NM1,21,1,1,1,1,1,10.9241646727683,7,9
2400730,32,22,1-32-2024-022-NM1,21,1,2,1,1,5,10.9241646727683,7,9
2400730,32,22,1-32-2024-022-NM1,21,1,3,1,1,6,10.9241646727683,7,9
2400729,32,21,1-32-2024-021-NM1,21,1,1,1,1,1,10.924164677076,7,9
2400052,27,1,1-27-2024-001-NM1,21,2,4,2,1,7,20.5862279366663,3,9
2401042,52,13,1-52-2024-013-NM1,21,1,2,1,1,5,20.9023614233441,12,9
2401042,52,13,1-52-2024-013-NM1,21,1,3,1,1,6,20.9023614233441,12,9
2401042,52,13,1-52-2024-013-NM1,21,1,4,1,1,3,20.9023614233441,12,9
2401042,52,13,1-52-2024-013-NM1,21,1,5,1,1,10,20.9023614233441,12,9
2400581,30,18,1-30-2024-018-NM1,21,1,1,1,1,1,28.3509494483113,10,9
2400581,30,18,1-30-2024-018-NM1,21,1,2,1,1,5,28.3509494483113,10,9
2400581,30,18,1-30-2024-018-NM1,21,1,3,1,1,6,28.3509494483113,10,9
2400581,30,18,1-30-2024-018-NM1,21,1,4,1,1,10,28.3509494483113,10,9
2400052,27,1,1-27-2024-001-NM1,21,2,3,2,1,6,20.5862279366663,3,9
2400052,27,1,1-27-2024-001-NM1,21,2,5,2,1,10,20.5862279366663,3,9
2400693,77,22,1-77-2024-022-NM2,22,1,3,1,1,10,426.24158292944,9,9
2400847,82,23,1-82-2024-023-NM2,22,1,1,1,1,4,774.715121490359,1,9
2400847,82,23,1-82-2024-023-NM2,22,1,2,1,1,10,774.715121490359,1,9
2400677,11,17,1-11-2024-017-NM1,21,1,4,1,1,2,37.1071357763572,8,9
2401053,27,34,1-27-2024-034-NM2,22,1,1,1,1,10,32.7871735473087,3,9
2401113,13,28,1-13-2024-028-NM1,21,1,1,2,1,1,14.5007405645646,7,9
2401113,13,28,1-13-2024-028-NM1,21,1,2,2,1,6,14.5007405645646,7,9
2400830,77,27,1-77-2024-027-NM2,22,1,1,1,1,1,330.223105550016,9,9
2403218,16,96,1-16-2024-096-NM1,21,1,2,2,1,6,19.3635256654646,5,9
2402738,32,98,1-32-2024-098-NM1,21,1,1,1,1,1,72.5717518696977,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,2,1,1,5,72.5717518696977,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,3,1,1,6,72.5717518696977,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,4,1,1,10,72.5717518696977,7,9
2403432,62,93,1-62-2024-093-NM2,22,1,1,1,1,1,1033.17136515517,7,9
2403432,62,93,1-62-2024-093-NM2,22,1,2,2,2,2,1033.17136515517,7,9
2403432,62,93,1-62-2024-093-NM2,22,1,3,1,1,10,1033.17136515517,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,1,1,1,1,73.4062485290255,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,2,1,1,5,73.4062485290255,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,3,1,1,2,73.4062485290255,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,4,1,1,6,73.4062485290255,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,5,1,1,10,73.4062485290255,7,9
2400730,32,22,1-32-2024-022-NM1,21,1,4,1,1,10,10.9241646727683,7,9
2401842,22,56,1-22-2024-056-NM2,22,1,2,2,1,7,24.4305122731702,12,9
2401842,22,56,1-22-2024-056-NM2,22,1,3,1,1,10,24.4305122731702,12,9
2402975,24,81,1-24-2024-081-NM2,22,1,1,1,1,1,262.129476205265,1,9
2402975,24,81,1-24-2024-081-NM2,22,1,2,1,1,10,262.129476205265,1,9
2402114,22,63,1-22-2024-063-NM2,22,1,1,1,1,1,82.628551642103,12,9
2402114,22,63,1-22-2024-063-NM2,22,1,2,1,1,10,82.628551642103,12,9
2402952,30,102,1-30-2024-102-NM1,21,1,1,2,2,2,73.645145385009,10,9
2402952,30,102,1-30-2024-102-NM1,21,1,2,2,2,10,73.645145385009,10,9
2401084,77,37,1-77-2024-037-NM2,22,1,1,1,1,3,297.636915073691,9,9
2401084,77,37,1-77-2024-037-NM2,22,1,2,1,1,10,297.636915073691,9,9
