CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTEGRITY,CASEWGT,PSUSTRAT,VERSION
2405331,76,154,1-76-2024-154-10,10,1,0,84.6789860292199,3,9
2405374,66,103,1-66-2024-103-10,10,1,0,242.389498710963,6,9
2405380,14,104,1-14-2024-104-04,4,1,0,909.854394508117,8,9
2405380,14,104,1-14-2024-104-04,4,2,0,909.854394508117,8,9
2404839,14,92,1-14-2024-092-05,5,2,0,85.9927626247339,8,9
2403018,21,61,1-21-2024-061-01,1,1,2,89.2120120605323,11,9
2403018,21,61,1-21-2024-061-01,1,1,6,89.2120120605323,11,9
2403018,21,61,1-21-2024-061-01,1,1,7,89.2120120605323,11,9
2403359,14,56,1-14-2024-056-05,5,2,0,76.4230415651045,8,9
2403608,25,94,1-25-2024-094-06,6,2,0,673.073242125667,2,9
2403851,62,108,1-62-2024-108-03,3,1,0,533.882324409124,7,9
2400854,30,29,1-30-2024-029-02,2,2,0,41.0620689400047,10,9
2401936,24,47,1-24-2024-047-03,3,1,0,32.3570562743358,1,9
2404690,12,90,1-12-2024-090-04,4,2,0,281.489589220678,9,9
2404441,54,104,1-54-2024-104-04,4,1,0,256.948260971925,9,9
2402526,31,49,1-31-2024-049-04,4,1,0,222.052598299916,6,9
2402526,31,49,1-31-2024-049-04,4,2,0,222.052598299916,6,9
2402277,59,70,1-59-2024-070-03,3,1,0,59.722887639445,6,9
2402277,59,70,1-59-2024-070-03,3,2,0,59.722887639445,6,9
2406015,77,195,1-77-2024-195-08,8,1,0,249.597236192587,9,9
2406015,77,195,1-77-2024-195-08,8,2,6,249.597236192587,9,9
2403224,76,85,1-76-2024-085-04,4,1,6,159.257021770113,3,9
2404114,76,113,1-76-2024-113-10,10,1,0,84.6789860292199,3,9
2405989,76,175,1-76-2024-175-04,4,1,0,86.4714255045695,3,9
2403533,76,97,1-76-2024-097-04,4,1,0,160.144038500939,3,9
2401048,76,28,1-76-2024-028-04,4,1,0,86.4714255045695,3,9
2404191,76,117,1-76-2024-117-03,3,1,0,71.5495535595937,3,9
2400496,76,11,1-76-2024-011-03,3,1,0,71.5495535595937,3,9
2400496,76,11,1-76-2024-011-03,3,2,0,71.5495535595937,3,9
2403733,76,101,1-76-2024-101-07,7,1,0,72.7960942583928,3,9
2402190,19,31,1-19-2024-031-03,3,2,1,109.751530405425,9,9
2402190,19,31,1-19-2024-031-03,3,2,6,109.751530405425,9,9
2403805,19,48,1-19-2024-048-04,4,1,3,265.856512039886,9,9
2403805,19,48,1-19-2024-048-04,4,1,7,265.856512039886,9,9
2403690,19,45,1-19-2024-045-05,5,1,0,56.3872673113555,9,9
2405296,19,74,1-19-2024-074-09,9,1,7,803.524783167018,9,9
2405178,19,72,1-19-2024-072-02,2,1,5,45.0884525586451,9,9
2404634,19,61,1-19-2024-061-03,3,1,6,53.0215875094493,9,9
2405682,19,81,1-19-2024-081-04,4,1,0,268.390724600306,9,9
2404076,19,54,1-19-2024-054-02,2,1,7,45.0884525586451,9,9
2404809,19,65,1-19-2024-065-09,9,2,7,717.496132319356,9,9
2405178,19,72,1-19-2024-072-02,2,1,1,45.0884525586451,9,9
2405178,19,72,1-19-2024-072-02,2,1,4,45.0884525586451,9,9
2405790,19,83,1-19-2024-083-03,3,1,7,38.6828970730761,9,9
2405415,19,75,1-19-2024-075-05,5,1,6,57.9800660258747,9,9
2405415,19,75,1-19-2024-075-05,5,1,7,57.9800660258747,9,9
2405415,19,75,1-19-2024-075-05,5,2,1,57.9800660258747,9,9
2405919,19,88,1-19-2024-088-02,2,1,6,45.0884525586451,9,9
2406140,19,92,1-19-2024-092-04,4,1,6,263.790946458572,9,9
2405295,19,73,1-19-2024-073-08,8,1,5,112.415834709617,9,9
2405295,19,73,1-19-2024-073-08,8,1,6,112.415834709617,9,9
2405177,19,71,1-19-2024-071-05,5,1,1,182.109577992269,9,9
2405177,19,71,1-19-2024-071-05,5,1,3,182.109577992269,9,9
2405177,19,71,1-19-2024-071-05,5,1,7,182.109577992269,9,9
2401917,19,27,1-19-2024-027-09,9,1,0,701.520150030231,9,9
2403874,19,50,1-19-2024-050-08,8,1,1,70.8994340810439,9,9
2403874,19,50,1-19-2024-050-08,8,1,6,70.8994340810439,9,9
2403874,19,50,1-19-2024-050-08,8,1,7,70.8994340810439,9,9
2403588,19,43,1-19-2024-043-08,8,1,6,104.734055269602,9,9
2402060,19,29,1-19-2024-029-05,5,1,7,98.7930647556001,9,9
2405295,19,73,1-19-2024-073-08,8,1,1,112.415834709617,9,9
2405917,19,86,1-19-2024-086-01,1,3,1,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,3,7,103.75873151528,9,9
2404810,19,66,1-19-2024-066-03,3,1,6,78.2738433732197,9,9
2405918,19,87,1-19-2024-087-01,1,1,1,103.75873151528,9,9
2405918,19,87,1-19-2024-087-01,1,1,2,103.75873151528,9,9
2405918,19,87,1-19-2024-087-01,1,1,6,103.75873151528,9,9
2404249,15,169,1-15-2024-169-06,6,1,5,43.2690274876321,1,9
2400386,15,12,1-15-2024-012-05,5,1,6,6.82003949815675,1,9
2401177,52,15,1-52-2024-015-09,9,2,1,308.439233897572,12,9
2401177,52,15,1-52-2024-015-09,9,2,6,308.439233897572,12,9
2401818,52,27,1-52-2024-027-07,7,1,6,574.95190063988,12,9
2402233,52,34,1-52-2024-034-09,9,2,6,80.32651370133,12,9
2401429,52,19,1-52-2024-019-07,7,1,0,2619.08789895051,12,9
2402966,20,82,1-20-2024-082-09,9,1,1,339.011405955568,11,9
2403947,67,26,1-67-2024-026-05,5,1,1,86.1825468840406,7,9
2404494,15,174,1-15-2024-174-03,3,1,6,25.3294057626406,1,9
2404139,15,163,1-15-2024-163-09,9,1,6,121.052898121903,1,9
2402642,15,104,1-15-2024-104-04,4,2,6,60.8903261931205,1,9
2402642,15,104,1-15-2024-104-04,4,2,7,60.8903261931205,1,9
2401952,52,29,1-52-2024-029-08,8,1,1,56.4756093246108,12,9
2401952,52,29,1-52-2024-029-08,8,1,5,56.4756093246108,12,9
2401952,52,29,1-52-2024-029-08,8,1,6,56.4756093246108,12,9
2402144,57,42,1-57-2024-042-03,3,1,6,63.3514075932671,1,9
2402762,15,108,1-15-2024-108-08,8,2,6,24.1312824272688,1,9
2402762,15,108,1-15-2024-108-08,8,2,7,24.1312824272688,1,9
2402135,30,73,1-30-2024-073-01,1,1,1,78.0176264802272,10,9
2401560,52,22,1-52-2024-022-03,3,1,6,18.6968585475994,12,9
2401560,52,22,1-52-2024-022-03,3,2,7,18.6968585475994,12,9
2403638,15,145,1-15-2024-145-04,4,2,9,86.4201636225282,1,9
2401287,52,18,1-52-2024-018-06,6,1,0,51.2449045834941,12,9
2403514,15,139,1-15-2024-139-03,3,1,6,31.6293357429148,1,9
2402375,20,68,1-20-2024-068-03,3,2,1,46.8545499360671,11,9
2400901,52,11,1-52-2024-011-03,3,2,6,19.4411121960784,12,9
2405144,48,165,1-48-2024-165-09,9,2,6,69.6007046591066,12,9
2405144,48,165,1-48-2024-165-09,9,2,7,69.6007046591066,12,9
2400632,52,7,1-52-2024-007-06,6,2,0,65.0868095156168,12,9
2402590,33,43,1-33-2024-043-05,5,2,7,25.3427821602115,12,9
2404648,15,179,1-15-2024-179-04,4,1,6,95.4404304095237,1,9
2401817,52,26,1-52-2024-026-03,3,1,9,24.5452841772009,12,9
2401817,52,26,1-52-2024-026-03,3,2,0,24.5452841772009,12,9
2403443,30,122,1-30-2024-122-03,3,1,9,215.06082110319,10,9
2401430,52,20,1-52-2024-020-08,8,2,6,137.42346763645,12,9
2401430,52,20,1-52-2024-020-08,8,2,7,137.42346763645,12,9
2402887,15,113,1-15-2024-113-03,3,1,6,15.0688068346335,1,9
2403388,15,131,1-15-2024-131-03,3,2,6,18.2895686681908,1,9
2405604,29,93,1-29-2024-093-NM1,21,1,0,118.587450301321,2,9
2404940,17,159,1-17-2024-159-03,3,1,0,103.559829749358,4,9
2404940,17,159,1-17-2024-159-03,3,2,0,103.559829749358,4,9
2402850,11,78,1-11-2024-078-03,3,3,0,171.808727202705,8,9
2402235,76,62,1-76-2024-062-05,5,1,0,127.614650714474,3,9
2402235,76,62,1-76-2024-062-05,5,2,0,127.614650714474,3,9
2400477,11,11,1-11-2024-011-04,4,1,0,649.602537945758,8,9
2400526,28,13,1-28-2024-013-04,4,1,0,47.851485985308,3,9
2400600,77,21,1-77-2024-021-09,9,1,0,1104.88867750072,9,9
2405481,28,172,1-28-2024-172-03,3,1,0,45.3225041425836,3,9
2405481,28,172,1-28-2024-172-03,3,2,0,45.3225041425836,3,9
2403589,19,44,1-19-2024-044-08,8,1,7,104.734055269602,9,9
2404087,33,74,1-33-2024-074-04,4,2,0,553.660018383497,12,9
2406245,14,130,1-14-2024-130-01,1,1,6,73.3352740137857,8,9
2406245,14,130,1-14-2024-130-01,1,1,7,73.3352740137857,8,9
2406002,81,159,1-81-2024-159-NM1,21,1,0,21.098194093673,8,9
2401923,20,56,1-20-2024-056-06,6,1,0,149.662270809166,11,9
2404158,62,121,1-62-2024-121-04,4,2,0,638.341937103006,7,9
2402492,24,65,1-24-2024-065-06,6,1,0,51.619954276736,1,9
2402492,24,65,1-24-2024-065-06,6,2,0,51.619954276736,1,9
2402658,81,55,1-81-2024-055-03,3,2,0,1264.37610927601,8,9
2402166,18,73,1-18-2024-073-07,7,1,0,2970.64644247884,6,9
2402166,18,73,1-18-2024-073-07,7,2,0,2970.64644247884,6,9
2400500,52,6,1-52-2024-006-03,3,2,0,23.1510657715199,12,9
2405581,28,173,1-28-2024-173-06,6,1,0,98.5193806395811,3,9
2404656,81,115,1-81-2024-115-05,5,1,7,97.3430466449544,8,9
2403517,27,111,1-27-2024-111-04,4,1,0,90.877425014538,3,9
2404058,67,27,1-67-2024-027-03,3,2,0,98.1894542929286,7,9
2400861,17,28,1-17-2024-028-10,10,1,0,1344.77037686484,4,9
2406222,66,122,1-66-2024-122-10,10,2,0,242.389498710963,6,9
2401359,48,46,1-48-2024-046-03,3,1,0,54.9604072040948,12,9
2401402,11,32,1-11-2024-032-02,2,1,0,30.7614595081659,8,9
2401402,11,32,1-11-2024-032-02,2,2,0,30.7614595081659,8,9
2402564,54,67,1-54-2024-067-06,6,2,0,154.880686626287,9,9
2402017,59,64,1-59-2024-064-06,6,1,0,264.039231659228,6,9
2402023,81,41,1-81-2024-041-03,3,3,5,602.98592517973,8,9
2402023,81,41,1-81-2024-041-03,3,3,6,602.98592517973,8,9
2402023,81,41,1-81-2024-041-03,3,3,7,602.98592517973,8,9
2401851,15,73,1-15-2024-073-04,4,2,0,67.5335534717889,1,9
2405220,66,102,1-66-2024-102-04,4,1,0,137.356870033823,6,9
2404679,67,37,1-67-2024-037-04,4,1,0,67.040607413014,7,9
2404679,67,37,1-67-2024-037-04,4,2,0,67.040607413014,7,9
2404556,57,128,1-57-2024-128-03,3,2,0,55.5655067866032,1,9
2404181,60,61,1-60-2024-061-01,1,1,6,35.3078303623944,8,9
2404181,60,61,1-60-2024-061-01,1,1,7,35.3078303623944,8,9
2404181,60,61,1-60-2024-061-01,1,2,0,35.3078303623944,8,9
2404230,12,77,1-12-2024-077-03,3,1,0,164.057323491007,9,9
2403297,77,113,1-77-2024-113-04,4,1,0,367.311932666986,9,9
2403297,77,113,1-77-2024-113-04,4,2,0,367.311932666986,9,9
2403866,66,78,1-66-2024-078-09,9,1,0,97.5596917228585,6,9
2406128,77,198,1-77-2024-198-03,3,2,0,193.93919154216,9,9
2401382,33,22,1-33-2024-022-08,8,1,0,52.1863466296815,12,9
2404628,29,67,1-29-2024-067-06,6,2,0,1794.02253656549,2,9
2404207,76,118,1-76-2024-118-04,4,1,0,86.4714255045695,3,9
2402707,20,78,1-20-2024-078-04,4,1,0,121.516357559067,11,9
2402707,20,78,1-20-2024-078-04,4,2,0,121.516357559067,11,9
2401874,59,58,1-59-2024-058-07,7,1,0,867.897414955515,6,9
2406030,62,177,1-62-2024-177-03,3,2,0,536.965092091673,7,9
2400051,69,2,1-69-2024-002-04,4,1,0,775.494115152989,8,9
2400128,32,4,1-32-2024-004-05,5,2,0,35.2856461757235,7,9
2400620,14,8,1-14-2024-008-03,3,2,0,352.013089948165,8,9
2405461,14,106,1-14-2024-106-03,3,1,0,307.187128515067,8,9
2403274,15,130,1-15-2024-130-04,4,2,0,109.371972826815,1,9
2403889,11,117,1-11-2024-117-03,3,1,0,515.523532946965,8,9
2403889,11,117,1-11-2024-117-03,3,2,0,515.523532946965,8,9
2405979,28,181,1-28-2024-181-04,4,1,0,126.672395736145,3,9
2406053,19,91,1-19-2024-091-05,5,1,0,49.1552833588875,9,9
2406053,19,91,1-19-2024-091-05,5,2,0,49.1552833588875,9,9
2402856,14,47,1-14-2024-047-01,1,1,1,73.3352740137857,8,9
2402856,14,47,1-14-2024-047-01,1,1,6,73.3352740137857,8,9
2402856,14,47,1-14-2024-047-01,1,1,7,73.3352740137857,8,9
2402192,20,61,1-20-2024-061-06,6,2,0,166.545037793419,11,9
2401711,15,62,1-15-2024-062-06,6,2,7,86.0208872627184,1,9
2400632,52,7,1-52-2024-007-06,6,1,0,65.0868095156168,12,9
2402128,52,32,1-52-2024-032-06,6,1,0,56.6465719357727,12,9
2401178,52,16,1-52-2024-016-03,3,1,0,35.109411555864,12,9
2402512,15,95,1-15-2024-095-06,6,2,6,43.2610064423603,1,9
2404266,15,170,1-15-2024-170-03,3,2,9,11.752943697986,1,9
2400499,52,5,1-52-2024-005-09,9,2,7,203.384126194142,12,9
2401922,20,55,1-20-2024-055-01,1,1,2,35.0220589332575,11,9
2402826,30,100,1-30-2024-100-08,8,1,6,149.491706481095,10,9
2402763,15,109,1-15-2024-109-03,3,1,6,26.9183786270974,1,9
2403977,30,140,1-30-2024-140-03,3,1,6,323.004840029474,10,9
2402904,15,115,1-15-2024-115-03,3,2,6,15.0688068307726,1,9
2401043,52,14,1-52-2024-014-03,3,1,6,140.163579846144,12,9
2402772,15,110,1-15-2024-110-06,6,1,1,99.7135671483522,1,9
2400633,52,8,1-52-2024-008-09,9,1,0,113.161757099385,12,9
2400633,52,8,1-52-2024-008-09,9,2,6,113.161757099385,12,9
2404500,15,175,1-15-2024-175-03,3,2,2,25.3294057561508,1,9
2403742,30,133,1-30-2024-133-01,1,1,3,76.3965079085296,10,9
2403742,30,133,1-30-2024-133-01,1,2,4,76.3965079085296,10,9
2400953,59,31,1-59-2024-031-01,1,1,4,53.4084683471652,6,9
2405759,59,169,1-59-2024-169-03,3,1,0,53.2551797406929,6,9
2406317,59,188,1-59-2024-188-10,10,1,0,105.632024096023,6,9
2400683,59,24,1-59-2024-024-NM1,21,1,0,62.3822922049643,6,9
2401079,59,34,1-59-2024-034-02,2,1,9,48.7900687173874,6,9
2400953,59,31,1-59-2024-031-01,1,1,1,53.4084683471652,6,9
2400953,59,31,1-59-2024-031-01,1,1,2,53.4084683471652,6,9
2401338,59,42,1-59-2024-042-02,2,1,0,48.7900687173874,6,9
2402547,59,79,1-59-2024-079-NM1,21,1,0,62.3822922049643,6,9
2401874,59,58,1-59-2024-058-07,7,2,0,867.897414955515,6,9
2406235,59,186,1-59-2024-186-06,6,1,0,83.2990442714816,6,9
2406124,59,183,1-59-2024-183-07,7,2,0,581.300386874371,6,9
2405391,59,158,1-59-2024-158-08,8,1,2,76.4651261147065,6,9
2404286,10,79,1-10-2024-079-04,4,2,0,353.526720994783,4,9
2404910,10,92,1-10-2024-092-08,8,1,1,158.575814400015,4,9
2400069,10,2,1-10-2024-002-06,6,2,0,1275.29137392333,4,9
2401226,10,18,1-10-2024-018-02,2,1,9,22.3566511295402,4,9
2400971,10,14,1-10-2024-014-09,9,1,0,2016.1478848675,4,9
2405064,10,98,1-10-2024-098-03,3,2,9,137.678201633279,4,9
2400418,10,6,1-10-2024-006-04,4,2,0,615.9949585601,4,9
2400552,10,9,1-10-2024-009-06,6,1,0,892.611193551112,4,9
2401354,10,21,1-10-2024-021-02,2,1,6,22.3566511295402,4,9
2401354,10,21,1-10-2024-021-02,2,2,0,22.3566511295402,4,9
2404674,10,87,1-10-2024-087-03,3,2,9,798.825776731513,4,9
2404778,59,141,1-59-2024-141-03,3,2,0,42.3023913828698,6,9
2404243,17,134,1-17-2024-134-03,3,1,0,56.2627107467575,4,9
2404243,17,134,1-17-2024-134-03,3,2,0,56.2627107467575,4,9
2400948,13,24,1-13-2024-024-01,1,1,1,56.8234365067384,7,9
2400948,13,24,1-13-2024-024-01,1,1,6,56.8234365067384,7,9
2406272,16,131,1-16-2024-131-03,3,1,0,132.869057626833,5,9
2406272,16,131,1-16-2024-131-03,3,2,0,132.869057626833,5,9
2400413,15,15,1-15-2024-015-03,3,1,0,14.5436393843836,1,9
2400450,12,11,1-12-2024-011-03,3,1,0,164.057323491007,9,9
2406258,30,212,1-30-2024-212-04,4,2,0,2634.86309057548,10,9
2406009,10,124,1-10-2024-124-03,3,2,0,142.987817060737,4,9
2400258,29,5,1-29-2024-005-04,4,1,0,701.385085277064,2,9
2405680,81,146,1-81-2024-146-08,8,1,1,280.699265939303,8,9
2401340,59,44,1-59-2024-044-08,8,2,0,88.9173994035588,6,9
2401005,20,27,1-20-2024-027-06,6,1,0,95.8020270388408,11,9
2401091,81,23,1-81-2024-023-04,4,2,0,2096.4964888712,8,9
2402677,54,70,1-54-2024-070-10,10,1,6,446.109905627319,9,9
2402677,54,70,1-54-2024-070-10,10,1,7,446.109905627319,9,9
2401930,11,48,1-11-2024-048-04,4,2,0,212.689735932465,8,9
2401681,32,62,1-32-2024-062-04,4,1,0,562.002399856569,7,9
2405419,79,104,1-79-2024-104-07,7,1,0,284.783219254785,8,9
2405582,28,174,1-28-2024-174-04,4,1,9,121.906201936167,3,9
2404337,76,122,1-76-2024-122-03,3,1,1,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,5,71.5495535595937,3,9
2404337,76,122,1-76-2024-122-03,3,1,7,71.5495535595937,3,9
2402763,15,109,1-15-2024-109-03,3,2,0,26.9183786270974,1,9
2403318,54,85,1-54-2024-085-09,9,1,0,156.448581085026,9,9
2403367,28,99,1-28-2024-099-07,7,1,0,289.108417871641,3,9
2403367,28,99,1-28-2024-099-07,7,2,0,289.108417871641,3,9
2403404,11,98,1-11-2024-098-04,4,1,0,272.59259676945,8,9
2403404,11,98,1-11-2024-098-04,4,2,0,272.59259676945,8,9
2403994,60,53,1-60-2024-053-01,1,1,0,35.3078303623944,8,9
2406023,14,124,1-14-2024-124-03,3,1,0,136.771072739086,8,9
2402322,12,40,1-12-2024-040-10,10,1,0,4396.75684153562,9,9
2401695,66,38,1-66-2024-038-10,10,1,1,242.389498710963,6,9
2401289,14,19,1-14-2024-019-04,4,1,0,924.75131399512,8,9
2401289,14,19,1-14-2024-019-04,4,2,0,924.75131399512,8,9
2401744,59,54,1-59-2024-054-09,9,1,0,544.058692708323,6,9
2401744,59,54,1-59-2024-054-09,9,2,0,544.058692708323,6,9
2405617,21,137,1-21-2024-137-05,5,1,1,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,6,31.6080006612922,11,9
2405617,21,137,1-21-2024-137-05,5,1,7,31.6080006612922,11,9
2404941,17,160,1-17-2024-160-03,3,1,0,103.559829749358,4,9
2404941,17,160,1-17-2024-160-03,3,2,0,103.559829749358,4,9
2405076,25,133,1-25-2024-133-06,6,1,0,209.130644619841,2,9
2402285,54,58,1-54-2024-058-07,7,1,0,248.157241541513,9,9
2402285,54,58,1-54-2024-058-07,7,2,0,248.157241541513,9,9
2402285,54,58,1-54-2024-058-07,7,3,0,248.157241541513,9,9
2400072,62,5,1-62-2024-005-06,6,1,0,2580.51563805831,7,9
2400072,62,5,1-62-2024-005-06,6,2,0,2580.51563805831,7,9
2400072,62,5,1-62-2024-005-06,6,3,0,2580.51563805831,7,9
2400613,28,15,1-28-2024-015-04,4,1,0,64.9819660427781,3,9
2400699,16,22,1-16-2024-022-02,2,2,0,18.740072057542,5,9
2400699,16,22,1-16-2024-022-02,2,3,0,18.740072057542,5,9
2403553,77,122,1-77-2024-122-02,2,1,1,83.1566199866033,9,9
2403553,77,122,1-77-2024-122-02,2,1,6,83.1566199866033,9,9
2403553,77,122,1-77-2024-122-02,2,1,7,83.1566199866033,9,9
2403553,77,122,1-77-2024-122-02,2,2,0,83.1566199866033,9,9
2403802,17,119,1-17-2024-119-03,3,2,0,84.9097725138934,4,9
2404045,81,98,1-81-2024-098-NM1,21,1,0,74.6147978501919,8,9
2406215,14,128,1-14-2024-128-03,3,1,0,85.5382393215963,8,9
2402628,28,79,1-28-2024-079-06,6,1,6,44.5186799027896,3,9
2402628,28,79,1-28-2024-079-06,6,2,0,44.5186799027896,3,9
2402130,15,85,1-15-2024-085-04,4,1,0,60.6794590159291,1,9
2402136,31,39,1-31-2024-039-06,6,1,0,238.979638420053,6,9
2401881,54,45,1-54-2024-045-09,9,1,0,117.274582131211,9,9
2401887,10,24,1-10-2024-024-02,2,1,0,22.3566511295402,4,9
2405966,25,164,1-25-2024-164-06,6,1,0,353.939350416704,2,9
2405966,25,164,1-25-2024-164-06,6,2,0,353.939350416704,2,9
2405972,21,146,1-21-2024-146-NM1,21,1,6,9.08918343004306,11,9
2400215,16,5,1-16-2024-005-03,3,1,0,644.838532287301,5,9
2400824,10,12,1-10-2024-012-09,9,2,6,1057.88880962125,4,9
2404912,10,94,1-10-2024-094-05,5,1,1,28.1401399399903,4,9
2404912,10,94,1-10-2024-094-05,5,1,6,28.1401399399903,4,9
2404912,10,94,1-10-2024-094-05,5,1,7,28.1401399399903,4,9
2403423,10,53,1-10-2024-053-04,4,2,9,427.929607064137,4,9
2400418,10,6,1-10-2024-006-04,4,1,0,615.9949585601,4,9
2402644,10,37,1-10-2024-037-03,3,2,0,150.425980586893,4,9
2402312,10,30,1-10-2024-030-04,4,2,0,1083.59847476752,4,9
2402046,10,26,1-10-2024-026-03,3,2,0,200.267688383572,4,9
2402046,10,26,1-10-2024-026-03,3,3,6,200.267688383572,4,9
2404396,10,81,1-10-2024-081-03,3,3,7,150.759541912822,4,9
2404888,10,91,1-10-2024-091-05,5,3,9,23.1823599853285,4,9
2401098,10,16,1-10-2024-016-NM1,21,1,0,31.3806248143146,4,9
2404782,10,90,1-10-2024-090-03,3,1,9,195.471427219272,4,9
2404782,10,90,1-10-2024-090-03,3,2,9,195.471427219272,4,9
2404264,10,76,1-10-2024-076-06,6,1,1,767.380247494335,4,9
2404264,10,76,1-10-2024-076-06,6,1,6,767.380247494335,4,9
2404264,10,76,1-10-2024-076-06,6,1,7,767.380247494335,4,9
2400270,10,4,1-10-2024-004-06,6,2,9,792.161065836576,4,9
2400270,10,4,1-10-2024-004-06,6,3,0,792.161065836576,4,9
2401227,10,19,1-10-2024-019-06,6,1,9,685.041478534248,4,9
2401227,10,19,1-10-2024-019-06,6,2,0,685.041478534248,4,9
2400271,10,5,1-10-2024-005-01,1,1,2,29.6296036839938,4,9
2403305,10,52,1-10-2024-052-NM1,21,1,6,48.5486424740169,4,9
2400720,10,11,1-10-2024-011-08,8,2,9,287.61039403465,4,9
2404544,10,86,1-10-2024-086-03,3,1,0,106.552789194027,4,9
2403176,10,49,1-10-2024-049-08,8,1,6,215.380273252509,4,9
2402938,10,43,1-10-2024-043-05,5,1,0,46.5643531239171,4,9
2404172,10,74,1-10-2024-074-01,1,1,7,28.7027141180818,4,9
2404398,10,83,1-10-2024-083-06,6,2,7,558.457547490162,4,9
2401776,10,23,1-10-2024-023-07,7,1,0,3048.3182593189,4,9
2400972,10,15,1-10-2024-015-07,7,2,9,3357.93988423277,4,9
2402423,10,33,1-10-2024-033-02,2,2,1,72.727305924336,4,9
2400551,10,8,1-10-2024-008-01,1,2,1,78.4498878232952,4,9
2400551,10,8,1-10-2024-008-01,1,2,7,78.4498878232952,4,9
2400173,10,3,1-10-2024-003-09,9,1,0,11678.448289215,4,9
2400825,10,13,1-10-2024-013-NM1,21,1,0,60.5767032793963,4,9
2405156,10,100,1-10-2024-100-NM1,21,1,0,31.3806248143146,4,9
2405156,10,100,1-10-2024-100-NM1,21,2,0,31.3806248143146,4,9
2402422,10,32,1-10-2024-032-06,6,1,9,1334.47901781282,4,9
2402422,10,32,1-10-2024-032-06,6,2,0,1334.47901781282,4,9
2400419,10,7,1-10-2024-007-06,6,2,9,529.49150245627,4,9
2400458,23,7,1-23-2024-007-03,3,1,9,67.0121986366785,5,9
2401620,23,24,1-23-2024-024-03,3,1,6,140.549541808304,5,9
2401620,23,24,1-23-2024-024-03,3,1,7,140.549541808304,5,9
2401620,23,24,1-23-2024-024-03,3,2,9,140.549541808304,5,9
2400272,23,5,1-23-2024-005-09,9,1,9,2575.71266666093,5,9
2400183,23,4,1-23-2024-004-03,3,2,9,558.578019018061,5,9
2401749,23,27,1-23-2024-027-03,3,1,9,556.156366737895,5,9
2400183,23,4,1-23-2024-004-03,3,1,9,558.578019018061,5,9
2401748,23,26,1-23-2024-026-01,1,2,9,65.7022791512024,5,9
2400459,23,8,1-23-2024-008-06,6,2,6,248.232832399594,5,9
2400273,23,6,1-23-2024-006-02,2,1,9,62.9617318466021,5,9
2400542,23,10,1-23-2024-010-02,2,1,6,62.9617318466021,5,9
2400542,23,10,1-23-2024-010-02,2,2,7,62.9617318466021,5,9
2400092,23,2,1-23-2024-002-10,10,1,9,18788.0442802386,5,9
2400951,23,15,1-23-2024-015-08,8,1,1,59.3467156686336,5,9
2400951,23,15,1-23-2024-015-08,8,1,6,59.3467156686336,5,9
2401492,23,23,1-23-2024-023-02,2,3,0,66.8610187089374,5,9
2403341,11,94,1-11-2024-094-03,3,3,7,74.3356188554781,8,9
2402008,11,51,1-11-2024-051-03,3,1,1,58.0001927129368,8,9
2402008,11,51,1-11-2024-051-03,3,1,6,58.0001927129368,8,9
2402715,11,76,1-11-2024-076-05,5,2,6,31.8812723055547,8,9
2400608,11,15,1-11-2024-015-09,9,1,2,1357.74178221116,8,9
2400608,11,15,1-11-2024-015-09,9,1,6,1357.74178221116,8,9
2404319,11,129,1-11-2024-129-09,9,1,6,773.836866449136,8,9
2403208,11,90,1-11-2024-090-03,3,1,6,146.854334010622,8,9
2403634,21,76,1-21-2024-076-03,3,1,0,508.612374063365,11,9
2403634,21,76,1-21-2024-076-03,3,2,9,508.612374063365,11,9
2403966,12,72,1-12-2024-072-04,4,1,0,852.936405009971,9,9
2401759,62,45,1-62-2024-045-06,6,2,0,1143.65378250163,7,9
2401925,17,60,1-17-2024-060-06,6,1,0,64.8641554918048,4,9
2401925,17,60,1-17-2024-060-06,6,2,0,64.8641554918048,4,9
2405128,21,121,1-21-2024-121-03,3,1,1,148.195347517749,11,9
2405128,21,121,1-21-2024-121-03,3,1,2,148.195347517749,11,9
2405128,21,121,1-21-2024-121-03,3,1,4,148.195347517749,11,9
2405128,21,121,1-21-2024-121-03,3,1,6,148.195347517749,11,9
2405128,21,121,1-21-2024-121-03,3,1,7,148.195347517749,11,9
2404630,22,136,1-22-2024-136-10,10,2,0,768.965350305196,12,9
2402921,54,77,1-54-2024-077-07,7,1,9,279.908966338472,9,9
2400929,22,24,1-22-2024-024-09,9,1,0,38.1287781911826,12,9
2406124,59,183,1-59-2024-183-07,7,1,0,581.300386874371,6,9
2405626,81,145,1-81-2024-145-02,2,1,0,19.0849903848337,8,9
2403184,18,91,1-18-2024-091-03,3,1,0,87.3494376101513,6,9
2403611,28,109,1-28-2024-109-04,4,1,0,76.5126940089544,3,9
2403774,59,116,1-59-2024-116-03,3,1,0,97.324661127755,6,9
2400196,30,5,1-30-2024-005-03,3,1,6,118.941169354752,10,9
2400196,30,5,1-30-2024-005-03,3,1,7,118.941169354752,10,9
2402778,25,68,1-25-2024-068-04,4,1,0,304.302915274155,2,9
