CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GLAZLOC,GLAZTYPE,GLAZPRE,GLAZIMP,GLAZOCC,CASEWGT,PSUSTRAT,VERSION
2400024,62,1,1-62-2024-001-06,6,1,1,1,1,2,3,63.0744733826381,7,9
2400033,19,2,1-19-2024-002-05,5,1,1,1,1,2,3,49.1552833588875,9,9
2400097,19,3,1-19-2024-003-03,3,1,1,1,1,1,3,130.467157753061,9,9
2400130,27,3,1-27-2024-003-08,8,1,1,1,1,2,3,27.4102566170998,3,9
2400158,73,6,1-73-2024-006-06,6,1,1,1,1,1,3,61.3505113045855,3,9
2400158,73,6,1-73-2024-006-06,6,1,7,2,2,1,2,61.3505113045855,3,9
2400156,77,6,1-77-2024-006-06,6,1,1,1,1,1,3,1192.83431401126,9,9
2400152,81,7,1-81-2024-007-02,2,3,1,1,1,2,3,23.5191438097523,8,9
2400170,13,3,1-13-2024-003-02,2,1,10,2,1,6,1,10.955434091132,7,9
2400200,19,5,1-19-2024-005-08,8,2,1,1,1,2,3,143.73874178702,9,9
2400213,14,3,1-14-2024-003-03,3,1,1,1,1,1,3,1131.22927972053,8,9
2400222,25,3,1-25-2024-003-05,5,2,1,1,1,2,3,47.0105431448925,2,9
2400235,27,7,1-27-2024-007-06,6,1,1,1,1,1,2,61.805879129382,3,9
2400263,21,5,1-21-2024-005-08,8,1,3,99,9,9,9,74.902781366511,11,9
2403575,20,97,1-20-2024-097-02,2,1,2,2,3,1,9,19.9171728154044,11,9
2403575,20,97,1-20-2024-097-02,2,1,3,2,9,6,9,19.9171728154044,11,9
2403575,20,97,1-20-2024-097-02,2,1,4,2,9,6,9,19.9171728154044,11,9
2403575,20,97,1-20-2024-097-02,2,1,5,6,1,1,9,19.9171728154044,11,9
2403575,20,97,1-20-2024-097-02,2,1,7,2,9,6,9,19.9171728154044,11,9
2403575,20,97,1-20-2024-097-02,2,1,8,6,1,6,9,19.9171728154044,11,9
2403575,20,97,1-20-2024-097-02,2,1,10,6,1,6,9,19.9171728154044,11,9
2403575,20,97,1-20-2024-097-02,2,1,13,6,9,6,9,19.9171728154044,11,9
2403572,33,61,1-33-2024-061-02,2,2,1,1,1,2,3,26.28784040081,12,9
2403586,69,77,1-69-2024-077-08,8,1,2,2,2,6,1,99.4639493060289,8,9
2403616,32,123,1-32-2024-123-NM1,21,1,1,1,1,3,2,73.4062485290255,7,9
2403623,17,112,1-17-2024-112-09,9,1,1,1,1,2,3,124.444730519243,4,9
2403621,27,116,1-27-2024-116-06,6,1,1,1,1,1,3,35.6254961100411,3,9
2403624,82,92,1-82-2024-092-06,6,2,1,1,1,2,3,333.226313697198,1,9
2400263,21,5,1-21-2024-005-08,8,1,10,99,1,9,9,74.902781366511,11,9
2400279,77,9,1-77-2024-009-08,8,1,1,1,1,2,3,102.349519441103,9,9
2400287,81,9,1-81-2024-009-06,6,1,1,1,1,2,3,1021.97406520686,8,9
2400271,10,5,1-10-2024-005-01,1,1,1,1,1,2,3,29.6296036839938,4,9
2400271,10,5,1-10-2024-005-01,1,1,3,2,2,6,1,29.6296036839938,4,9
2400271,10,5,1-10-2024-005-01,1,1,7,5,2,2,1,29.6296036839938,4,9
2400348,16,9,1-16-2024-009-01,1,1,2,2,2,6,1,15.8174891263142,5,9
2400348,16,9,1-16-2024-009-01,1,1,3,2,2,6,1,15.8174891263142,5,9
2400348,16,9,1-16-2024-009-01,1,1,7,2,2,6,1,15.8174891263142,5,9
2400348,16,9,1-16-2024-009-01,1,1,8,2,1,6,1,15.8174891263142,5,9
2400351,69,7,1-69-2024-007-05,5,1,1,1,1,2,4,9.01516669072706,8,9
2400370,28,6,1-28-2024-006-09,9,1,1,1,1,1,3,112.3042323572,3,9
2400399,16,12,1-16-2024-012-05,5,1,1,1,1,2,3,15.6592746300539,5,9
2400327,30,8,1-30-2024-008-03,3,2,1,1,1,2,3,147.061529962125,10,9
2400441,48,19,1-48-2024-019-06,6,2,2,99,9,9,8,331.155309276651,12,9
2400425,81,13,1-81-2024-013-08,8,1,1,1,1,1,3,473.74855910244,8,9
2400453,33,6,1-33-2024-006-01,1,1,1,1,1,3,9,35.1791324819626,12,9
2400453,33,6,1-33-2024-006-01,1,1,2,2,2,6,9,35.1791324819626,12,9
2400453,33,6,1-33-2024-006-01,1,1,3,2,2,1,1,35.1791324819626,12,9
2400453,33,6,1-33-2024-006-01,1,1,4,6,2,6,1,35.1791324819626,12,9
2400453,33,6,1-33-2024-006-01,1,1,5,6,1,1,1,35.1791324819626,12,9
2400453,33,6,1-33-2024-006-01,1,1,6,6,1,6,1,35.1791324819626,12,9
2400453,33,6,1-33-2024-006-01,1,1,7,6,2,1,1,35.1791324819626,12,9
2400516,26,8,1-26-2024-008-05,5,1,10,10,1,1,1,21.9285367853072,10,9
2400534,25,11,1-25-2024-011-08,8,1,1,1,1,1,3,115.991726003141,2,9
2400553,77,17,1-77-2024-017-05,5,1,1,1,1,2,3,90.6570748528622,9,9
2400546,81,15,1-81-2024-015-09,9,1,1,1,1,2,3,10746.2349441596,8,9
2400561,18,19,1-18-2024-019-07,7,1,1,1,1,1,3,950.591365303636,6,9
2400632,52,7,1-52-2024-007-06,6,2,1,1,1,1,3,65.0868095156168,12,9
2400634,32,16,1-32-2024-016-04,4,1,1,1,1,2,3,1682.09877420889,7,9
2400689,14,11,1-14-2024-011-08,8,1,1,1,1,1,3,123.221173387433,8,9
2400696,77,25,1-77-2024-025-08,8,1,1,1,1,2,3,165.2937449122,9,9
2400740,28,20,1-28-2024-020-08,8,1,1,1,1,2,3,48.0385140677194,3,9
2400728,32,20,1-32-2024-020-01,1,2,2,6,2,4,9,35.2552566821877,7,9
2400790,69,13,1-69-2024-013-02,2,1,1,1,1,2,3,9.2899222432138,8,9
2400784,26,15,1-26-2024-015-05,5,1,1,1,1,9,4,37.7123897005153,10,9
2400797,22,20,1-22-2024-020-06,6,1,1,1,1,1,3,25.2675524846257,12,9
2400817,57,16,1-57-2024-016-05,5,2,10,99,1,6,9,55.3733551294336,1,9
2400826,59,27,1-59-2024-027-06,6,1,1,1,1,1,3,181.695806750984,6,9
2400829,59,30,1-59-2024-030-01,1,1,1,1,1,2,3,53.4084683471652,6,9
2400821,13,19,1-13-2024-019-05,5,2,1,1,1,2,3,60.3736833423052,7,9
2400819,81,19,1-81-2024-019-01,1,1,1,1,1,9,5,96.2081604062078,8,9
2400819,81,19,1-81-2024-019-01,1,1,2,6,2,9,9,96.2081604062078,8,9
2400819,81,19,1-81-2024-019-01,1,1,3,6,2,9,9,96.2081604062078,8,9
2400819,81,19,1-81-2024-019-01,1,1,4,6,2,9,9,96.2081604062078,8,9
2400819,81,19,1-81-2024-019-01,1,1,7,6,2,9,9,96.2081604062078,8,9
2400819,81,19,1-81-2024-019-01,1,2,1,1,1,4,9,96.2081604062078,8,9
2403952,54,95,1-54-2024-095-05,5,2,1,1,1,2,3,144.976226836895,9,9
2403985,27,124,1-27-2024-124-06,6,1,1,1,1,1,3,172.570486288372,3,9
2403995,60,54,1-60-2024-054-03,3,2,2,3,2,2,3,252.351417933937,8,9
2404019,16,108,1-16-2024-108-02,2,2,1,1,1,1,3,24.080851017413,5,9
2404021,22,121,1-22-2024-121-08,8,1,1,1,1,2,3,32.2342128751331,12,9
2404023,29,50,1-29-2024-050-03,3,1,2,2,2,1,8,259.551490167447,2,9
2404056,77,133,1-77-2024-133-02,2,1,1,1,1,2,3,83.1566199866033,9,9
2404054,10,71,1-10-2024-071-02,2,1,1,1,1,2,6,22.3566511295402,4,9
2404069,57,106,1-57-2024-106-02,2,2,1,1,1,1,3,13.8251120734564,1,9
2404111,25,109,1-25-2024-109-06,6,1,1,1,1,1,3,223.2221865555,2,9
2404112,16,109,1-16-2024-109-05,5,1,1,1,1,2,3,216.193332354544,5,9
2404138,29,56,1-29-2024-056-06,6,2,2,2,2,1,3,899.856995505387,2,9
2404159,73,115,1-73-2024-115-06,6,1,1,1,1,2,3,278.168320342502,3,9
2404156,62,119,1-62-2024-119-01,1,1,2,99,2,9,9,49.559653818109,7,9
2404192,18,112,1-18-2024-112-02,2,1,2,2,2,1,2,46.7280335632617,6,9
2404193,18,113,1-18-2024-113-03,3,1,1,1,1,2,3,337.833743551218,6,9
2404151,81,102,1-81-2024-102-02,2,1,1,1,1,1,3,26.6902214863668,8,9
2404227,69,96,1-69-2024-096-01,1,1,2,99,2,6,1,8.63923868287943,8,9
2404228,69,97,1-69-2024-097-02,2,1,1,1,1,3,3,7.30201599951961,8,9
2404287,54,102,1-54-2024-102-08,8,1,1,1,1,2,3,233.114812869944,9,9
2404292,57,115,1-57-2024-115-01,1,1,1,1,1,2,3,57.1661146630177,1,9
2404288,54,103,1-54-2024-103-02,2,2,2,2,1,1,3,132.981711816027,9,9
2401891,13,51,1-13-2024-051-02,2,2,10,99,1,1,9,10.2488631638442,7,9
2401751,57,34,1-57-2024-034-01,1,1,1,1,1,2,3,152.225504336235,1,9
2400377,27,13,1-27-2024-013-06,6,1,1,1,1,1,3,61.805879129382,3,9
2401024,16,30,1-16-2024-030-09,9,2,1,1,1,2,3,1561.49805500175,5,9
2400549,59,21,1-59-2024-021-04,4,1,1,1,1,1,3,105.325659634205,6,9
2400600,77,21,1-77-2024-021-09,9,1,1,1,1,2,3,1104.88867750072,9,9
2401525,33,24,1-33-2024-024-08,8,1,1,1,1,1,3,29.5346785988684,12,9
2403866,66,78,1-66-2024-078-09,9,1,1,1,1,2,3,97.5596917228585,6,9
2401382,33,22,1-33-2024-022-08,8,1,1,1,1,1,3,52.1863466296815,12,9
2400128,32,4,1-32-2024-004-05,5,2,1,1,1,2,3,35.2856461757235,7,9
2401041,28,27,1-28-2024-027-01,1,2,2,2,2,1,2,36.6185653494975,3,9
2404387,81,107,1-81-2024-107-09,9,1,1,99,1,1,3,10381.8533666727,8,9
2405183,77,163,1-77-2024-163-03,3,1,1,1,1,1,3,568.911465081433,9,9
2403952,54,95,1-54-2024-095-05,5,1,1,1,1,1,3,144.976226836895,9,9
2401748,23,26,1-23-2024-026-01,1,1,1,1,1,9,4,65.7022791512024,5,9
2404473,25,120,1-25-2024-120-04,4,2,1,1,1,1,3,213.041617839475,2,9
2405753,81,149,1-81-2024-149-01,1,1,1,1,1,5,3,39.030210189351,8,9
2402388,22,70,1-22-2024-070-10,10,1,1,1,1,2,3,178.933182153623,12,9
2403501,28,103,1-28-2024-103-09,9,1,1,1,1,2,3,42.1140871339499,3,9
2400227,32,6,1-32-2024-006-09,9,1,3,2,9,6,9,8239.41132850415,7,9
2400819,81,19,1-81-2024-019-01,1,2,2,2,2,6,1,96.2081604062078,8,9
2400819,81,19,1-81-2024-019-01,1,2,3,2,2,6,1,96.2081604062078,8,9
2400819,81,19,1-81-2024-019-01,1,2,7,2,2,6,1,96.2081604062078,8,9
2400819,81,19,1-81-2024-019-01,1,2,13,2,2,6,1,96.2081604062078,8,9
2400867,20,22,1-20-2024-022-03,3,1,2,4,2,9,3,107.59759588711,11,9
2400868,20,23,1-20-2024-023-01,1,1,1,1,1,2,3,35.0220589332575,11,9
2400868,20,23,1-20-2024-023-01,1,1,3,2,2,1,2,35.0220589332575,11,9
2400868,20,23,1-20-2024-023-01,1,1,4,5,2,1,2,35.0220589332575,11,9
2400879,25,20,1-25-2024-020-09,9,1,2,3,2,2,3,390.268448646161,2,9
2404340,27,134,1-27-2024-134-04,4,2,2,2,2,1,2,41.9395991935004,3,9
2404340,27,134,1-27-2024-134-04,4,2,3,2,2,1,2,41.9395991935004,3,9
2404372,22,131,1-22-2024-131-09,9,2,1,1,1,1,3,68.5518901311532,12,9
2404389,59,127,1-59-2024-127-05,5,1,1,1,1,1,3,64.4847175297625,6,9
2404389,59,127,1-59-2024-127-05,5,1,2,3,2,1,3,64.4847175297625,6,9
2404416,73,118,1-73-2024-118-01,1,1,1,99,1,5,9,29.6045947385831,3,9
2400872,57,18,1-57-2024-018-02,2,2,1,1,1,2,3,9.61567555511826,1,9
2400886,16,27,1-16-2024-027-05,5,2,1,1,1,2,3,21.4662920187919,5,9
2400902,52,12,1-52-2024-012-06,6,1,1,1,1,1,3,98.2336933778546,12,9
2400934,32,30,1-32-2024-030-01,1,1,1,1,1,2,4,68.3257663555808,7,9
2400955,59,33,1-59-2024-033-06,6,1,1,1,1,1,3,293.492594938454,6,9
2400962,81,21,1-81-2024-021-01,1,1,1,1,1,4,9,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,2,6,4,2,1,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,3,99,9,9,9,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,4,99,9,9,9,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,7,99,9,9,9,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,10,99,1,6,1,66.9848935846813,8,9
2400963,81,22,1-81-2024-022-09,9,1,1,1,1,1,3,4796.11655826995,8,9
2400980,54,27,1-54-2024-027-08,8,1,1,1,1,2,3,161.994257211147,9,9
2400985,18,35,1-18-2024-035-10,10,2,1,1,1,2,3,3169.43297739792,6,9
2400987,18,37,1-18-2024-037-03,3,1,1,1,1,1,3,34.6070615401308,6,9
2401040,28,26,1-28-2024-026-09,9,2,1,1,1,2,3,122.739004237079,3,9
2401061,22,28,1-22-2024-028-09,9,1,1,1,1,1,3,74.8175999070324,12,9
2404416,73,118,1-73-2024-118-01,1,1,2,99,9,6,9,29.6045947385831,3,9
2404416,73,118,1-73-2024-118-01,1,1,4,99,9,6,9,29.6045947385831,3,9
2404416,73,118,1-73-2024-118-01,1,1,10,99,9,9,9,29.6045947385831,3,9
2404439,66,90,1-66-2024-090-03,3,1,1,1,1,2,3,90.2108501600037,6,9
2404447,11,134,1-11-2024-134-02,2,1,1,1,1,4,3,30.7614595081659,8,9
2404450,11,137,1-11-2024-137-01,1,1,1,99,1,2,3,46.5272035437193,8,9
2404467,28,138,1-28-2024-138-10,10,1,1,1,1,1,3,80.5683609045318,3,9
2404473,25,120,1-25-2024-120-04,4,1,1,1,1,2,3,213.041617839475,2,9
2404507,69,102,1-69-2024-102-03,3,2,2,99,9,9,8,59.7451014057249,8,9
2404593,16,116,1-16-2024-116-02,2,1,1,1,1,1,3,19.2002472242785,5,9
2404605,13,75,1-13-2024-075-08,8,1,1,1,1,1,3,444.288622217649,7,9
2404620,27,145,1-27-2024-145-09,9,1,1,1,1,1,3,39.3880945658678,3,9
2404649,29,68,1-29-2024-068-03,3,2,1,1,1,1,3,576.552709834615,2,9
2404668,73,122,1-73-2024-122-06,6,1,1,1,1,1,3,82.6022392036631,3,9
2404665,59,136,1-59-2024-136-03,3,1,1,1,1,2,3,98.6606762609695,6,9
2404655,81,114,1-81-2024-114-01,1,1,1,1,1,1,4,85.8112363936649,8,9
2404657,81,116,1-81-2024-116-04,4,1,1,1,1,1,3,2591.11625553024,8,9
2404704,20,116,1-20-2024-116-02,2,1,2,3,2,1,2,25.0067474296414,11,9
2404712,25,126,1-25-2024-126-01,1,1,13,99,9,9,9,108.02276112787,2,9
2404713,16,117,1-16-2024-117-02,2,1,1,1,1,1,3,39.1670441583168,5,9
2404720,28,146,1-28-2024-146-10,10,1,1,1,1,2,3,80.5683609045318,3,9
2404721,32,136,1-32-2024-136-02,2,1,1,1,1,2,3,13.4701686395906,7,9
2404681,54,106,1-54-2024-106-08,8,1,1,1,1,1,3,161.994257211147,9,9
2404742,21,107,1-21-2024-107-05,5,1,1,1,1,2,3,25.3232269794903,11,9
2404740,82,127,1-82-2024-127-05,5,1,1,1,1,1,3,23.9814262485552,1,9
2404788,73,125,1-73-2024-125-03,3,1,1,1,1,1,3,25.8330013255976,3,9
2404832,25,129,1-25-2024-129-05,5,1,1,99,1,2,3,72.2095218934614,2,9
2404850,27,152,1-27-2024-152-02,2,1,1,1,1,2,3,17.0270955559146,3,9
2404857,26,115,1-26-2024-115-02,2,1,1,1,1,1,3,21.1529220587709,10,9
2404877,82,135,1-82-2024-135-06,6,1,1,1,1,2,3,220.40468525162,1,9
2404912,10,94,1-10-2024-094-05,5,1,1,1,1,2,4,28.1401399399903,4,9
2404913,57,149,1-57-2024-149-08,8,1,1,1,1,2,3,57.9551716084719,1,9
2404891,81,122,1-81-2024-122-05,5,1,1,1,1,1,3,233.039908985717,8,9
2404909,77,158,1-77-2024-158-03,3,1,2,2,2,1,2,283.775942342132,9,9
2404960,32,141,1-32-2024-141-02,2,1,1,1,1,2,3,4.13903443658647,7,9
2404969,66,98,1-66-2024-098-01,1,1,1,1,1,2,3,106.258770256521,6,9
2405917,19,86,1-19-2024-086-01,1,1,1,1,1,5,9,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,2,2,2,6,9,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,3,2,2,6,9,103.75873151528,9,9
2405917,19,86,1-19-2024-086-01,1,1,10,2,1,6,9,103.75873151528,9,9
2405929,20,139,1-20-2024-139-02,2,1,1,1,1,1,3,19.9171728154044,11,9
2405946,16,128,1-16-2024-128-02,2,1,1,1,1,5,3,28.4733610013342,5,9
2405954,14,117,1-14-2024-117-02,2,1,1,1,1,1,3,73.7387227230028,8,9
2406028,18,150,1-18-2024-150-09,9,2,1,1,1,2,3,776.571629127203,6,9
2401327,66,29,1-66-2024-029-02,2,1,1,1,1,2,3,107.302186022856,6,9
2401334,77,45,1-77-2024-045-05,5,2,1,1,1,1,3,90.6570748528622,9,9
2401346,81,27,1-81-2024-027-02,2,2,1,1,1,2,3,30.8995068274556,8,9
2401371,67,7,1-67-2024-007-02,2,1,1,1,1,2,3,100.295251755123,7,9
2401357,18,51,1-18-2024-051-08,8,1,2,2,2,6,1,56.5663772378367,6,9
2401402,11,32,1-11-2024-032-02,2,1,1,1,1,2,3,30.7614595081659,8,9
2401417,27,45,1-27-2024-045-07,7,1,1,1,1,1,3,61.6841306108297,3,9
2401440,26,37,1-26-2024-037-06,6,1,1,1,1,2,3,468.146518591354,10,9
2401467,66,33,1-66-2024-033-09,9,2,1,1,1,2,3,97.5596917228585,6,9
2401518,18,58,1-18-2024-058-08,8,2,1,1,1,2,3,56.5663772378367,6,9
2401540,69,28,1-69-2024-028-10,10,1,1,1,1,2,3,7550.06141425054,8,9
2401115,66,22,1-66-2024-022-06,6,2,1,1,1,1,3,124.972344097308,6,9
2401115,66,22,1-66-2024-022-06,6,2,2,2,2,1,2,124.972344097308,6,9
2404026,82,104,1-82-2024-104-03,3,1,2,2,9,2,3,139.557521301747,1,9
2401616,59,52,1-59-2024-052-01,1,1,1,1,1,2,5,53.4084683471652,6,9
2401026,16,32,1-16-2024-032-09,9,1,1,1,1,1,3,1561.49805505811,5,9
2403041,77,102,1-77-2024-102-02,2,1,1,1,1,2,3,83.1566199866033,9,9
2401593,66,34,1-66-2024-034-03,3,1,1,1,1,2,3,79.4686416678806,6,9
2403588,19,43,1-19-2024-043-08,8,1,1,1,1,2,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,2,2,2,1,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,3,2,2,6,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,4,2,2,1,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,7,2,2,6,1,104.734055269602,9,9
2403588,19,43,1-19-2024-043-08,8,1,10,2,1,1,1,104.734055269602,9,9
2405174,30,175,1-30-2024-175-03,3,1,1,1,1,2,3,228.715099730784,10,9
2403937,59,120,1-59-2024-120-05,5,1,1,1,1,2,3,100.475910570053,6,9
2401991,22,57,1-22-2024-057-04,4,1,1,1,1,2,3,32.0683092145635,12,9
2400697,52,9,1-52-2024-009-03,3,1,1,1,1,1,3,14.3319114740878,12,9
2402334,11,61,1-11-2024-061-05,5,2,1,1,1,2,3,31.8812723055547,8,9
2400897,32,25,1-32-2024-025-02,2,1,1,1,1,2,3,6.82324656710563,7,9
2402507,21,50,1-21-2024-050-04,4,1,1,1,1,2,3,741.235651123892,11,9
2401891,13,51,1-13-2024-051-02,2,2,1,1,1,2,9,10.2488631638442,7,9
2401891,13,51,1-13-2024-051-02,2,2,2,99,9,6,1,10.2488631638442,7,9
2401891,13,51,1-13-2024-051-02,2,2,3,99,9,6,1,10.2488631638442,7,9
2401891,13,51,1-13-2024-051-02,2,2,4,99,9,6,1,10.2488631638442,7,9
2401891,13,51,1-13-2024-051-02,2,2,7,99,2,1,9,10.2488631638442,7,9
2401063,22,30,1-22-2024-030-09,9,1,2,2,2,9,9,74.8175999070324,12,9
2401079,59,34,1-59-2024-034-02,2,1,1,1,1,2,3,48.7900687173874,6,9
2401224,81,25,1-81-2024-025-05,5,1,1,1,1,2,3,62.3562447625643,8,9
2401223,54,32,1-54-2024-032-02,2,2,1,1,1,2,3,135.524498741715,9,9
2401215,57,24,1-57-2024-024-03,3,2,1,1,1,2,3,150.626658568776,1,9
2401267,69,21,1-69-2024-021-01,1,1,1,1,1,2,3,7.73450557740044,8,9
2401231,73,42,1-73-2024-042-01,1,1,1,1,1,1,3,29.6045947385831,3,9
2401231,73,42,1-73-2024-042-01,1,2,1,1,1,2,3,29.6045947385831,3,9
2401277,11,29,1-11-2024-029-02,2,2,1,1,1,2,3,30.7614595081659,8,9
2401279,11,31,1-11-2024-031-02,2,1,1,1,1,2,3,30.7614595081659,8,9
2401320,30,45,1-30-2024-045-01,1,2,1,1,1,1,3,103.130123271809,10,9
2401548,25,36,1-25-2024-036-06,6,1,1,1,1,1,3,135.065796727433,2,9
2401560,52,22,1-52-2024-022-03,3,1,1,1,1,2,3,18.6968585475994,12,9
2401574,32,58,1-32-2024-058-05,5,1,1,1,1,2,3,32.1941835787257,7,9
2401635,48,54,1-48-2024-054-03,3,2,1,1,1,2,3,54.9604072040948,12,9
2401633,62,41,1-62-2024-041-02,2,1,2,2,2,6,9,40.5230025519482,7,9
2401633,62,41,1-62-2024-041-02,2,1,3,2,2,6,9,40.5230025519482,7,9
2401633,62,41,1-62-2024-041-02,2,1,6,6,1,6,1,40.5230025519482,7,9
2401633,62,41,1-62-2024-041-02,2,1,13,6,2,6,9,40.5230025519482,7,9
2401667,24,39,1-24-2024-039-04,4,2,2,99,2,1,2,118.9593408305,1,9
2401695,66,38,1-66-2024-038-10,10,1,2,2,2,1,2,242.389498710963,6,9
2401696,66,39,1-66-2024-039-10,10,1,1,1,1,2,1,242.389498710963,6,9
2401696,66,39,1-66-2024-039-10,10,1,2,2,2,6,1,242.389498710963,6,9
2401696,66,39,1-66-2024-039-10,10,1,3,2,2,6,1,242.389498710963,6,9
2401696,66,39,1-66-2024-039-10,10,1,4,6,2,6,1,242.389498710963,6,9
2401696,66,39,1-66-2024-039-10,10,1,7,6,2,1,1,242.389498710963,6,9
2401696,66,39,1-66-2024-039-10,10,1,10,6,1,6,1,242.389498710963,6,9
2401697,66,40,1-66-2024-040-10,10,1,2,2,2,1,2,242.389498710963,6,9
2401717,21,31,1-21-2024-031-01,1,1,2,99,9,6,9,117.966202199051,11,9
2401717,21,31,1-21-2024-031-01,1,1,3,99,9,6,9,117.966202199051,11,9
2401717,21,31,1-21-2024-031-01,1,1,10,99,9,6,9,117.966202199051,11,9
2401717,21,31,1-21-2024-031-01,1,1,13,99,9,6,9,117.966202199051,11,9
2401736,31,33,1-31-2024-033-08,8,1,1,1,1,4,9,222.937813489072,6,9
2401736,31,33,1-31-2024-033-08,8,1,2,2,2,6,9,222.937813489072,6,9
2401741,77,58,1-77-2024-058-06,6,1,1,1,1,2,3,216.01935162615,9,9
2401787,69,32,1-69-2024-032-08,8,1,1,1,1,2,3,168.132556552678,8,9
2401790,81,35,1-81-2024-035-NM1,21,1,3,99,9,9,3,46.909790827141,8,9
2401804,25,42,1-25-2024-042-06,6,2,2,3,2,1,2,63.4952900131591,2,9
2401813,28,49,1-28-2024-049-03,3,1,1,1,1,1,3,28.3089754479373,3,9
2401827,76,51,1-76-2024-051-03,3,2,1,1,1,2,3,71.5495535595937,3,9
2401858,21,35,1-21-2024-035-05,5,1,2,2,9,1,9,24.0451985663992,11,9
2401858,21,35,1-21-2024-035-05,5,1,10,99,1,1,9,24.0451985663992,11,9
2401875,59,59,1-59-2024-059-01,1,1,1,1,1,2,3,53.4084683471652,6,9
2401913,30,66,1-30-2024-066-05,5,2,1,1,1,2,3,49.6844070809453,10,9
2401943,16,55,1-16-2024-055-02,2,1,1,1,1,2,3,15.1092509057653,5,9
2401963,27,61,1-27-2024-061-06,6,2,1,1,1,1,3,21.2396268743235,3,9
2401979,26,52,1-26-2024-052-06,6,1,1,1,1,1,3,383.903476267962,10,9
2402029,62,50,1-62-2024-050-05,5,1,1,1,1,2,3,183.403138311325,7,9
2402041,73,64,1-73-2024-064-06,6,1,1,1,1,1,3,71.5546863272977,3,9
2402060,19,29,1-19-2024-029-05,5,1,2,2,2,1,2,98.7930647556001,9,9
2402091,16,60,1-16-2024-060-03,3,2,1,1,1,1,3,493.068595429479,5,9
2402113,22,62,1-22-2024-062-08,8,1,2,2,9,9,9,28.3215946385297,12,9
2402113,22,62,1-22-2024-062-08,8,1,3,2,9,9,9,28.3215946385297,12,9
2402107,82,49,1-82-2024-049-03,3,2,1,1,1,2,3,96.8509673685012,1,9
2402137,57,41,1-57-2024-041-03,3,2,1,1,1,1,3,137.597597548363,1,9
2402134,31,42,1-31-2024-042-06,6,1,3,2,2,1,2,238.979638420053,6,9
2402138,17,69,1-17-2024-069-06,6,2,1,1,1,1,3,118.409975247929,4,9
2403686,12,63,1-12-2024-063-09,9,1,1,1,1,1,3,1204.16320291651,9,9
2403691,19,46,1-19-2024-046-01,1,1,1,1,1,5,1,60.355934082264,9,9
2403691,19,46,1-19-2024-046-01,1,1,2,5,2,6,1,60.355934082264,9,9
2403691,19,46,1-19-2024-046-01,1,1,3,5,3,1,1,60.355934082264,9,9
2403691,19,46,1-19-2024-046-01,1,1,4,5,2,1,1,60.355934082264,9,9
2403691,19,46,1-19-2024-046-01,1,1,5,6,1,1,1,60.355934082264,9,9
2403691,19,46,1-19-2024-046-01,1,1,7,5,1,1,1,60.355934082264,9,9
2403691,19,46,1-19-2024-046-01,1,1,8,6,1,6,1,60.355934082264,9,9
2403691,19,46,1-19-2024-046-01,1,1,10,2,2,6,1,60.355934082264,9,9
2403716,25,98,1-25-2024-098-06,6,1,1,1,1,2,3,278.34619352915,2,9
2403718,16,105,1-16-2024-105-03,3,3,1,1,1,1,3,454.252099899615,5,9
2403708,11,111,1-11-2024-111-03,3,1,1,1,1,1,3,58.7493642784988,8,9
2403771,81,90,1-81-2024-090-02,2,1,1,1,1,2,3,26.3649807190026,8,9
2403780,10,63,1-10-2024-063-03,3,2,1,1,1,2,3,1732.95029492939,4,9
2403787,67,22,1-67-2024-022-04,4,2,1,1,1,2,4,459.524924014575,7,9
2403797,20,100,1-20-2024-100-09,9,1,1,1,1,1,3,1836.75702736119,11,9
2403803,17,120,1-17-2024-120-08,8,1,1,1,1,3,3,81.8291386934797,4,9
2403801,17,118,1-17-2024-118-02,2,1,1,1,1,2,2,92.5638221214997,4,9
2403773,81,92,1-81-2024-092-02,2,2,1,1,1,2,3,26.3649807190026,8,9
2403863,48,124,1-48-2024-124-03,3,2,1,1,1,1,3,192.139655150175,12,9
2404977,27,157,1-27-2024-157-02,2,1,1,1,1,1,3,16.0023432140122,3,9
2404986,82,139,1-82-2024-139-03,3,1,1,1,1,1,3,95.2724395487845,1,9
2405018,59,148,1-59-2024-148-05,5,2,1,1,1,2,3,53.1907731759788,6,9
2405054,19,69,1-19-2024-069-06,6,1,2,3,2,1,3,738.592711027733,9,9
2405078,25,135,1-25-2024-135-09,9,1,2,2,2,1,2,490.950273628023,2,9
